"Date","Overall AQI Value","Main Pollutant","Site Name (of Overall AQI)","Site ID (of Overall AQI)","Source (of Overall AQI)","CO","Ozone","SO2","PM10","PM25","NO2"
"11/27/2018","30","Ozone","MILLBROOK","36-027-0007","AQS","5","30","0",".","19","22"
"11/28/2018","25","PM2.5","Intermediate School 143","36-061-0115","AQS","5","25","0","6","25","17"
"11/29/2018","31","PM2.5","Jersey City Firehouse","34-017-1003","AQS","6","31","1",".","31","27"
"11/30/2018","50","PM2.5","Fort Lee Near Road","34-003-0010","AQS","8","30","1",".","50","41"
"12/01/2018","58","PM2.5","Newark Firehouse","34-013-0003","AQS","9","28","4","12","58","29"
"12/02/2018","52","PM2.5","Fort Lee Near Road","34-003-0010","AQS","19","33","23",".","52","47"
"12/03/2018","35","PM2.5","Elizabeth Lab","34-039-0004","AQS","16","24","4",".","35","31"
"12/04/2018","32","Ozone","Chester","34-027-3001","AQS","5","32","4","6","29","28"
"12/05/2018","60","PM2.5","Fort Lee Near Road","34-003-0010","AQS","7","33","3",".","60","42"
"12/06/2018","54","PM2.5","Fort Lee Near Road","34-003-0010","AQS","7","27","1",".","54","39"
"12/07/2018","43","PM2.5","Fort Lee Near Road","34-003-0010","AQS","6","31","3","6","43","36"
"12/08/2018","54","PM2.5","Fort Lee Near Road","34-003-0010","AQS","7","30","3",".","54","50"
"12/09/2018","61","PM2.5","Fort Lee Near Road","34-003-0010","AQS","10","29","6",".","61","36"
"12/10/2018","73","PM2.5","Fort Lee Near Road","34-003-0010","AQS","10","32","3","13","73","42"
"12/11/2018","87","PM2.5","Fort Lee Near Road","34-003-0010","AQS","14","26","4",".","87","54"
"12/12/2018","71","PM2.5","Newark Firehouse","34-013-0003","AQS","10","29","3",".","71","43"
"12/13/2018","68","PM2.5","PS 19","36-061-0128","AQS","14","33","3","20","68","42"
"12/14/2018","64","PM2.5","Fort Lee Near Road","34-003-0010","AQS","15","32","10",".","64","46"
"12/15/2018","58","PM2.5","Intermediate School 143","36-061-0115","AQS","13","33","1",".","58","44"
"12/16/2018","48","PM2.5","PS 19","36-061-0128","AQS","6","33","1","7","48","20"
"12/17/2018","40","PM2.5","DIVISION STREET","36-061-0134","AQS","7","33","4",".","40","35"
"12/18/2018","33","PM2.5","CCNY","36-061-0135","AQS","5","33","1",".","33","23"
"12/19/2018","53","PM2.5","Jersey City Firehouse","34-017-1003","AQS","13","26","3","14","53","49"
"12/20/2018","82","NO2","Bayonne","34-017-0006","AQS","23","44","9",".","80","82"
"12/21/2018","67","Ozone","HOLTSVILLE","36-103-0009","AQS","15","67","1",".","47","44"
"12/22/2018","44","NO2","Newark Firehouse","34-013-0003","AQS","6","31","1","10","43","44"
"12/23/2018","54","PM2.5","HOLTSVILLE","36-103-0009","AQS","6","32","1",".","54","30"
"12/24/2018","54","PM2.5","Elizabeth Lab","34-039-0004","AQS","7","26","3",".","54","36"
"12/25/2018","39","PM2.5","RICHMOND POST OFFICE","36-085-0055","AQS","7","28","1","6","39","22"
"12/26/2018","56","PM2.5","HOLTSVILLE","36-103-0009","AQS","6","25","4",".","56","36"
"12/27/2018","60","PM2.5","Flemington","34-019-0001","AQS","7","31","3",".","60","30"
"12/28/2018","50","NO2","Newark Firehouse","34-013-0003","AQS","10","36","1","10","48","50"
"12/29/2018","40","PM2.5","Elizabeth Lab","34-039-0004","AQS","6","28","1",".","40","24"
"12/30/2018","52","PM2.5","HOLTSVILLE","36-103-0009","AQS","7","28","1",".","52","34"
"12/31/2018","62","PM2.5","Flemington","34-019-0001","AQS","20","31","6","14","62","58"
