date, pm25, o3, no2, co
9/4/2016,11,24, , 
9/5/2016,10,25, , 
9/6/2016,10,25, , 
9/7/2016,8,28, , 
9/8/2016,10,45, , 
9/9/2016,41,26, , 
9/10/2016,27,55, , 
9/11/2016,50,28, , 
9/12/2016,40,29, , 
9/13/2016,10,37, , 
9/14/2016,17,44, , 
9/15/2016,25,24, , 
9/16/2016,6,31, , 
9/17/2016,12,35, , 
9/18/2016,13,25, , 
9/19/2016,29,9, , 
9/20/2016,12,27, , 
9/21/2016,16,32, , 
9/22/2016,17,44, , 
9/23/2016,18,44, , 
9/24/2016,32,25, , 
9/25/2016,8,25, , 
9/26/2016,10,33, , 
9/27/2016,10,29, , 
9/28/2016,13,23, , 
9/29/2016,17,23, , 
9/30/2016,12,18, , 
10/1/2016,8,17, , 
10/2/2016,6,15, , 
10/3/2016,15,24, , 
10/4/2016,15,23, , 
10/5/2016,11,28, , 
10/6/2016,9,35, , 
10/7/2016,22,40, , 
10/8/2016,23,18, , 
10/9/2016,15,21, , 
10/10/2016,8,25, , 
10/11/2016,8,23, , 
10/12/2016,12,20, , 
10/13/2016,18,20, , 
10/14/2016,19,24, , 
10/15/2016,7,23, , 
10/16/2016,15,31, , 
10/17/2016,28,31, , 
10/18/2016,45,37, , 
10/19/2016,48,31, , 
10/20/2016,26,26, , 
10/21/2016,22,16, , 
10/22/2016,16,16, , 
10/23/2016,11,26, , 
10/24/2016,19,25, , 
10/25/2016,15,24, , 
10/26/2016,9,24, , 
10/27/2016,7,18, , 
10/28/2016,7,19, , 
10/29/2016,10,23, , 
10/30/2016,22,27, , 
10/31/2016,37,22, , 
11/1/2016,10,13, , 
11/2/2016,17,18, , 
11/3/2016,34,28, , 
11/4/2016,32,24, , 
11/5/2016,12,23, , 
11/6/2016,24,24, , 
11/7/2016,16,19, , 
11/8/2016,12,21, , 
11/9/2016,21,20, , 
11/10/2016,37,24, , 
11/11/2016,11,26, , 
11/12/2016,18,29, , 
11/13/2016,12,32, , 
11/14/2016,26,32, , 
11/15/2016,56,26, , 
11/16/2016,26,31, , 
11/17/2016,38,24, , 
11/18/2016,40,21, , 
11/19/2016,32,21, , 
11/20/2016,21,26, , 
11/21/2016,20,29, , 
11/22/2016,15,28, , 
11/23/2016,19,28, , 
11/24/2016,16,16, , 
11/25/2016,28,8, , 
11/26/2016,42,17, , 
11/27/2016,22,22, , 
11/28/2016,17,22, , 
11/29/2016,35,19, , 
11/30/2016,26,20, , 
12/1/2016,20,22, , 
12/2/2016,14,18, , 
12/3/2016,13,26, , 
12/4/2016,16,28, , 
12/5/2016,18,20, , 
12/6/2016,24,18, , 
12/7/2016,22,16, , 
12/8/2016,24,19, , 
12/9/2016,28,28, , 
12/10/2016,21,25, , 
12/11/2016,26,17, , 
12/12/2016,30,17, , 
12/13/2016,32,20, , 
12/14/2016,40,25, , 
12/15/2016,35,28, , 
12/16/2016,27,24, , 
12/17/2016,34,11, , 
12/18/2016,36,27, , 
12/19/2016,36,28, , 
12/20/2016,18,22, , 
12/21/2016,24,21, , 
12/22/2016,49,22, , 
12/23/2016,51,28, , 
12/24/2016,35,25, , 
12/25/2016,38,28, , 
12/26/2016,28,22, , 
12/27/2016,24,25, , 
12/28/2016,32,23, , 
12/29/2016,26,22, , 
12/30/2016,29,24, , 
12/31/2016,31,23, , 
1/1/2017,32,27, , 
1/2/2017,47,18, , 
1/3/2017,43,21, , 
1/4/2017,19,26, , 
1/5/2017,30,26, , 
1/6/2017,35,25, , 
1/7/2017,43,25, , 
1/8/2017,42,28, , 
1/9/2017,40,24, , 
1/10/2017,40,14, , 
1/11/2017,43,24, , 
1/12/2017,46,22, , 
1/13/2017,46,31, , 
1/14/2017,34,23, , 
1/15/2017,34,28, , 
1/16/2017,42,20, , 
1/17/2017,48,14, , 
1/18/2017,45,22, , 
1/19/2017,23,19, , 
1/20/2017,20,17, , 
1/21/2017,31,10, , 
1/22/2017,37,3, , 
1/23/2017,47,27, , 
1/24/2017,11,29, , 
1/25/2017,13,26, , 
1/26/2017,30,26, , 
1/27/2017,24,22, , 
1/28/2017,31, , , 
1/30/2017, ,31, , 
1/31/2017,24,21, , 
2/1/2017,24,29, , 
2/2/2017,24,30, , 
2/3/2017,86,31, , 
2/4/2017,25,31, , 
2/5/2017,25,24, , 
2/6/2017,39,31, , 
2/7/2017,34,17, , 
2/8/2017,32,24, , 
2/9/2017,24,30, , 
2/10/2017,21,32, , 
2/11/2017,24,18, , 
2/12/2017,43,22, , 
2/13/2017,22,27, , 
2/14/2017,31,30, , 
2/15/2017,33,29, , 
2/16/2017,41,27, , 
2/17/2017,28,33, , 
2/18/2017,31,35, , 
2/19/2017,41,37, , 
2/20/2017,33,35, , 
2/21/2017,23,28, , 
2/22/2017,32,15, , 
2/23/2017,44,21, , 
2/24/2017,53,29, , 
2/25/2017,30,29, , 
2/26/2017,21,28, , 
2/27/2017,22,30, , 
2/28/2017,35,26, , 
3/1/2017,31,27, , 
3/2/2017,31,36, , 
3/3/2017,21,32, , 
3/4/2017,19,32, , 
3/5/2017,15,32, , 
3/6/2017,17,25, , 
3/7/2017,33,15, , 
3/8/2017,45,37, , 
3/9/2017,17,38, , 
3/10/2017,13,34, , 
3/11/2017,12,33, , 
3/12/2017,16,31, , 
3/13/2017,21,29, , 
3/14/2017,22,30, , 
3/15/2017,18,34, , 
3/16/2017,23,41, , 
3/17/2017,23,41, , 
3/18/2017,24,38, , 
3/19/2017,26,42, , 
3/20/2017,15,43, , 
3/21/2017,19,41, , 
3/22/2017,30,36, , 
3/23/2017,21,36, , 
3/24/2017,17,29, , 
3/25/2017,30,27, , 
3/26/2017,39,32, , 
3/27/2017,21,28, , 
3/28/2017,15,16, , 
3/29/2017,12,34, , 
3/30/2017,10,34, , 
3/31/2017,18,35, , 
4/1/2017,9,32, , 
4/2/2017,9,37, , 
4/3/2017,14,36, , 
4/4/2017,17,33, , 
4/5/2017,10,32, , 
4/6/2017,13,31, , 
4/7/2017,9,27, , 
4/8/2017,9,34, , 
4/9/2017,10,39, , 
4/10/2017,20,43, , 
4/11/2017,44,44, , 
4/12/2017,47,36, , 
4/13/2017,25,38, , 
4/14/2017,11,38, , 
4/15/2017,12,37, , 
4/16/2017,22,42, , 
4/17/2017,30,38, , 
4/18/2017,13,34, , 
4/19/2017,14,30, , 
4/20/2017,14,30, , 
4/21/2017,19,31, , 
4/22/2017,8,23, , 
4/23/2017,9,31, , 
4/24/2017,14,25, , 
4/25/2017,19,26, , 
4/26/2017,7,24, , 
4/27/2017,9,28, , 
4/28/2017,20,43, , 
4/29/2017,30,39, , 
4/30/2017,23,33, , 
5/1/2017,9,23, , 
5/2/2017,18,40, , 
5/3/2017,11,35, , 
5/4/2017,10,37, , 
5/5/2017,9,27, , 
5/6/2017,7,30, , 
5/7/2017,21,25, , 
5/8/2017,6,28, , 
5/9/2017,8,31, , 
5/10/2017,10,29, , 
5/11/2017,9,33, , 
5/12/2017,12,30, , 
5/13/2017,10,31, , 
5/14/2017,2,36, , 
5/15/2017,18,29, , 
5/16/2017,18,32, , 
5/17/2017,13,58, , 
5/18/2017,45,55, , 
5/19/2017,52,43, , 
5/20/2017,39,31, , 
5/21/2017,16,33, , 
5/22/2017,13,21, , 
5/23/2017,8,34, , 
5/24/2017,15,37, , 
5/25/2017,21,30, , 
5/26/2017,13,30, , 
5/27/2017,9,20, , 
5/28/2017,13,36, , 
5/29/2017,19,25, , 
5/30/2017,7,23, , 
5/31/2017,8,35, , 
6/1/2017,12,36, , 
6/2/2017,9,35, , 
6/3/2017,8,31, , 
6/4/2017,6,24, , 
6/5/2017,9,24, , 
6/6/2017,22,19, , 
6/7/2017,7,29, , 
6/8/2017,6,35, , 
6/9/2017,10,36, , 
6/10/2017,15,56, , 
6/11/2017,34,46, , 
6/12/2017,41,50, , 
6/13/2017,46,48, , 
6/14/2017,51,37, , 
6/15/2017,19,31, , 
6/16/2017,16,20, , 
6/17/2017,8,15, , 
6/18/2017,18,29, , 
6/19/2017,35,26, , 
6/20/2017,28,39, , 
6/21/2017,11,40, , 
6/22/2017,15,46, , 
6/23/2017,31,31, , 
6/24/2017,40,31, , 
6/25/2017,14,35, , 
6/26/2017,12,37, , 
6/27/2017,11,36, , 
6/28/2017,11,29, , 
6/29/2017,12,49, , 
6/30/2017,35,47, , 
7/1/2017,41,28, , 
7/2/2017,27,39, , 
7/3/2017,22,37, , 
7/4/2017,22,30, , 
7/5/2017,25,38, , 
7/6/2017,23,28, , 
7/7/2017,12,26, , 
7/8/2017,11,35, , 
7/9/2017,19,25, , 
7/10/2017,14,41, , 
7/11/2017,28,37, , 
7/12/2017,33,35, , 
7/13/2017,42,32, , 
7/14/2017,39,15, , 
7/15/2017,5,27, , 
7/16/2017,10,32, , 
7/17/2017,23,49, , 
7/18/2017,28,50, , 
7/19/2017,24,42, , 
7/20/2017,29,38, , 
7/21/2017,31,34, , 
7/22/2017,24,33, , 
7/23/2017,31,33, , 
7/24/2017,38,20, , 
7/25/2017,9,16, , 
7/26/2017,8,35, , 
7/27/2017,11,25, , 
7/28/2017,24,30, , 
7/29/2017,22,21, , 
7/30/2017,9,28, , 
7/31/2017,11,27, , 
8/1/2017,24,30, , 
8/2/2017,29,36, , 
8/3/2017,28,56, , 
8/4/2017,29,34, , 
8/5/2017,24,27, , 
8/6/2017,9,21, , 
8/7/2017,15,20, , 
8/8/2017,16,26, , 
8/9/2017,17,29, , 
8/10/2017,36,44, , 
8/11/2017,44,41, , 
8/12/2017,26,35, , 
8/13/2017,29,30, , 
8/14/2017,21,35, , 
8/15/2017,29,27, , 
8/16/2017,39,36, , 
8/17/2017,21,40, , 
8/18/2017,24,24, , 
8/19/2017,30,33, , 
8/20/2017,16,26, , 
8/21/2017,27,45, , 
8/22/2017,50,49, , 
8/23/2017,49,27, , 
8/24/2017,13,27, , 
8/25/2017,15,22, , 
8/26/2017,14,14, , 
8/27/2017,13,31, , 
8/28/2017,36,33, , 
8/29/2017,32,15, , 
8/30/2017,14,29, , 
8/31/2017,18,31, , 
9/1/2017,35,25, , 
9/2/2017,6,27, , 
9/3/2017,9,24, , 
9/4/2017,10,36, , 
9/5/2017,36,47, , 
9/6/2017,57, , , 
9/9/2017, ,16, , 
9/10/2017,4,21, , 
9/11/2017,8,23, , 
9/12/2017,9,24, , 
9/13/2017,12,31, , 
9/14/2017,24,28, , 
9/15/2017,31,32, , 
9/16/2017,19,35, , 
9/17/2017,39,36, , 
9/18/2017,37,26, , 
9/19/2017,16,18, , 
9/20/2017,27,20, , 
9/21/2017,14,21, , 
9/22/2017,29,30, , 
9/23/2017,14,35, , 
9/24/2017,20,39, , 
9/25/2017,35,42, , 
9/26/2017,42,42, , 
9/27/2017,31,21, , 
9/28/2017,14,24, , 
9/29/2017,7,23, , 
9/30/2017,9,17, , 
10/1/2017,13,26, , 
10/2/2017,10,30, , 
10/3/2017,12,25, , 
10/4/2017,16,37, , 
10/5/2017,21,39, , 
10/6/2017,31,32, , 
10/7/2017,21,30, , 
10/8/2017,29,16, , 
10/9/2017,12,13, , 
10/10/2017,14,27, , 
10/11/2017,16,24, , 
10/12/2017,28,22, , 
10/13/2017,11,25, , 
10/14/2017,10,21, , 
10/15/2017,12,24, , 
10/16/2017,25,22, , 
10/17/2017,9,19, , 
10/18/2017,15,31, , 
10/19/2017,25,32, , 
10/20/2017,25,32, , 
10/21/2017,16,30, , 
10/22/2017,23,33, , 
10/23/2017,34,27, , 
10/24/2017,18,26, , 
10/25/2017,21,24, , 
10/26/2017,14,26, , 
10/27/2017,15,25, , 
10/28/2017,23,34, , 
10/29/2017,26,31, , 
10/30/2017,13,24, , 
10/31/2017,18,21, , 
11/1/2017,21,7, , 
11/2/2017,25,20, , 
11/3/2017,22,24, , 
11/4/2017,20,21, , 
11/5/2017,13,15, , 
11/6/2017,14,18, , 
11/7/2017,21,17, , 
11/8/2017,14,16, , 
11/9/2017,19,19, , 
11/10/2017,20,30, , 
11/11/2017,14,28, , 
11/12/2017,14,26, , 
11/13/2017,31,21, , 
11/14/2017,34,25, , 
11/15/2017,33,24, , 
11/16/2017,22,24, , 
11/17/2017,14,31, , 
11/18/2017,12,16, , 
11/19/2017,24,23, , 
11/20/2017,22,28, , 
11/21/2017,23,21, , 
11/22/2017,34,23, , 
11/23/2017,26,27, , 
11/24/2017,17,20, , 
11/25/2017,33,25, , 
11/26/2017,46,23, , 
11/27/2017,17,27, , 
11/28/2017,29,22, , 
11/29/2017,29,29, , 
11/30/2017,23,17, , 
12/1/2017,20,21, , 
12/2/2017,23,19, , 
12/3/2017,22,8, , 
12/4/2017,48,11, , 
12/5/2017,50,22, , 
12/6/2017,27,26, , 
12/7/2017,19,27, , 
12/8/2017,24,22, , 
12/9/2017,24,20, , 
12/10/2017,28,21, , 
12/11/2017,39,20, , 
12/12/2017,34,23, , 
12/13/2017,32,29, , 
12/14/2017,18,28, , 
12/15/2017,26,25, , 
12/16/2017,26,23, , 
12/17/2017,38,26, , 
12/18/2017,30,16, , 
12/19/2017,47,22, , 
12/20/2017,32,29, , 
12/21/2017,24,24, , 
12/22/2017,23,16, , 
12/23/2017,34,11, , 
12/24/2017,34,25, , 
12/25/2017,25,27, , 
12/26/2017,29,29, , 
12/27/2017,30,29, , 
12/28/2017,30,30, , 
12/29/2017,23,28, , 
12/30/2017,26,20, , 
12/31/2017,43,29, , 
1/1/2018,29,30, , 
1/2/2018,31,28, , 
1/3/2018,39,20, , 
1/4/2018,42,26, , 
1/5/2018,32,30, , 
1/6/2018,34,30, , 
1/7/2018,33,30, , 
1/8/2018,36,17, , 
1/9/2018,50,29, , 
1/10/2018,47,20, , 
1/11/2018,42,5, , 
1/12/2018,58,21, , 
1/13/2018,19,28, , 
1/14/2018,33,29, , 
1/15/2018,29,27, , 
1/16/2018,32,18, , 
1/17/2018,50,20, , 
1/18/2018,45,27, , 
1/19/2018,43,25, , 
1/20/2018,52,31, , 
1/21/2018,42,32, , 
1/22/2018,55,19, , 
1/23/2018,61,27, , 
1/24/2018,17,27, , 
1/25/2018,25,32, , 
1/26/2018,24,27, , 
1/27/2018,29,27, , 
1/28/2018,38,26,18, 
1/29/2018,32,25,11,2
1/30/2018,30,25,10,3
1/31/2018,28,28,16,3
2/1/2018,24,16,31,5
2/2/2018,33,29,10,3
2/3/2018,27,26, , 
2/4/2018,29,22, , 
2/5/2018,23,33, , 
2/6/2018,28,22, , 
2/7/2018,37,23, , 
2/8/2018,30,32, , 
2/9/2018,38,26, , 
2/10/2018,48,13, , 
2/11/2018,47,8, , 
2/12/2018,21,35, , 
2/13/2018,33,31, , 
2/14/2018,27,21, , 
2/15/2018,33,7, , 
2/16/2018,41,30, , 
2/17/2018,27,31, , 
2/18/2018,22,33, , 
2/19/2018,34,24, , 
2/20/2018,35,18, , 
2/21/2018,36,27, , 
2/22/2018,36,24, , 
2/23/2018,14,22, , 
2/24/2018,13,21, , 
2/25/2018,21,24, , 
2/26/2018,16,33, , 
2/27/2018,21,37, , 
2/28/2018,18,31, , 
3/1/2018,25,35, , 
3/2/2018,29,34, , 
3/3/2018,17,32, , 
3/4/2018,18,34, , 
3/5/2018,9,31, , 
3/6/2018,10,33, , 
3/7/2018,15,32, , 
3/8/2018,7,34, , 
3/9/2018,12,33, , 
3/10/2018,17,36, , 
3/11/2018,15,36, , 
3/12/2018,16,35, , 
3/13/2018,9,35, , 
3/14/2018,11,33, , 
3/15/2018,14,41, , 
3/16/2018,23,36, , 
3/17/2018,24,40, , 
3/18/2018,15,39, , 
3/19/2018,12,38, , 
3/20/2018,14,33, , 
3/21/2018,15,34, , 
3/22/2018,16,39, , 
3/23/2018,18,36, , 
3/24/2018,15,38, , 
3/25/2018,14,34, , 
3/26/2018,23,38, , 
3/27/2018,20,31, , 
3/28/2018,23,24, , 
3/29/2018,23,17, , 
3/30/2018,34,31, , 
3/31/2018,19,36, , 
4/1/2018,12,35, , 
4/2/2018,15,37, , 
4/3/2018,18,29, , 
4/4/2018,20,36, , 
4/5/2018,17,37, , 
4/6/2018,12,38, , 
4/7/2018,21,39, , 
4/8/2018,10,35, , 
4/9/2018,12,36, , 
4/10/2018,15,36, , 
4/11/2018,21,40, , 
4/12/2018,26,32, , 
4/13/2018,47,56, , 
4/14/2018,54,49, , 
4/15/2018,47,36, , 
4/16/2018,19,36, , 
4/17/2018,38,29, , 
4/18/2018,7,32, , 
4/19/2018,9,36, , 
4/20/2018,11,35, , 
4/21/2018,10,42, , 
4/22/2018,11,43, , 
4/23/2018,17,46, , 
4/24/2018,28,44, , 
4/25/2018,23,36, , 
4/26/2018,5,39, , 
4/27/2018,7,35, , 
4/28/2018,11,46, , 
4/29/2018,26,32, , 
4/30/2018,9,34, , 
5/1/2018,11,56, , 
5/2/2018,27,63, , 
5/3/2018,34,50, , 
5/4/2018,47,48, , 
5/5/2018,34,44, , 
5/6/2018,14,38, , 
5/7/2018,23,37, , 
5/8/2018,23,46, , 
5/9/2018,29,51, , 
5/10/2018,24,31, , 
5/11/2018,20,41, , 
5/12/2018,9,22, , 
5/13/2018,10,25, , 
5/14/2018,4,26, , 
5/15/2018,20,43, , 
5/16/2018,37,29, , 
5/17/2018,22,26, , 
5/18/2018,12,31, , 
5/19/2018,21,25, , 
5/20/2018,8,28, , 
5/21/2018,16,44, , 
5/22/2018,22,27, , 
5/23/2018,28,34, , 
5/24/2018,18,46, , 
5/25/2018,29,57, , 
5/26/2018,48,54, , 
5/27/2018,42,35, , 
5/28/2018,32,29, , 
5/29/2018,19,48, , 
5/30/2018,43,43, , 
5/31/2018,35,24, , 
6/1/2018,21,34, , 
6/2/2018,25,35, , 
6/3/2018,16,24, , 
6/4/2018,7,24, , 
6/5/2018,12,33, , 
6/6/2018,10,25, , 
6/7/2018,10,30, , 
6/8/2018,15,42, , 
6/9/2018,24,36, , 
6/10/2018,14,27, , 
6/11/2018,15,40, , 
6/12/2018,22,44, , 
6/13/2018,16,26, , 
6/14/2018,22,39, , 
6/15/2018,10,25, , 
6/16/2018,6,32, , 
6/17/2018,13,51, , 
6/18/2018,33,59, , 
6/19/2018,58,32, , 
6/20/2018,14,61, , 
6/21/2018,27,33, , 
6/22/2018,20,41, , 
6/23/2018,28,27, , 
6/24/2018,19,35, , 
6/25/2018,37,28, , 
6/26/2018,13,43, , 
6/27/2018,22,26, , 
6/28/2018,23,35, , 
6/29/2018,13,42, , 
6/30/2018,19,50, , 
7/1/2018,32,46, , 
7/2/2018,61,117, , 
7/3/2018,69,62, , 
7/4/2018,53,54, , 
7/5/2018,57,33, , 
7/6/2018,36,26, , 
7/7/2018,10,32, , 
7/8/2018,12,38, , 
7/9/2018,22,44, , 
7/10/2018,25,56, , 
7/11/2018,38,34, , 
7/12/2018,35,39, , 
7/13/2018,17,67, , 
7/14/2018,40,48, , 
7/15/2018,35,38, , 
7/16/2018,21,68, , 
7/17/2018,43,39, , 
7/18/2018,48,24, , 
7/19/2018,12,46, , 
7/20/2018,14,57, , 
7/21/2018,29,32, , 
7/22/2018,8,29, , 
7/23/2018,16,23, , 
7/24/2018,11,20, , 
7/25/2018,9,23, , 
7/26/2018,8,29, , 
7/27/2018,20,45, , 
7/28/2018,43,43, , 
7/29/2018,31,27, , 
7/30/2018,31,28, , 
7/31/2018,24,52, , 
8/1/2018,29,35, , 
8/2/2018,23,34, , 
8/3/2018,9,29, , 
8/4/2018,14,27, , 
8/5/2018,8,34, , 
8/6/2018,35,34, , 
8/7/2018,51,44, , 
8/8/2018,48,42, , 
8/9/2018,31,36, , 
8/10/2018,29,35, , 
8/11/2018,48,32, , 
8/12/2018,29,30, , 
8/13/2018,19,20, , 
8/14/2018,12,38, , 
8/15/2018,11,28, , 
8/16/2018,51,38, , 
8/17/2018,70,55, , 
8/18/2018,60,25, , 
8/19/2018,21,19, , 
8/20/2018,13,26, , 
8/21/2018,8,35, , 
8/22/2018,10,33, , 
8/23/2018,31,23, , 
8/24/2018,24,41, , 
8/25/2018,43,44, , 
8/26/2018,43,35, , 
8/27/2018,34,34, , 
8/28/2018,61,44, , 
8/29/2018,84,45, , 
8/30/2018,66,32, , 
8/31/2018,22,20, , 
9/1/2018,9,35, , 
9/2/2018,19,34, , 
9/3/2018,24,31, , 
9/4/2018,34,35, , 
9/5/2018,17,67, , 
9/6/2018,33,39, , 
9/7/2018,37,16, , 
9/8/2018,11,19, , 
9/9/2018,13,15, , 
9/10/2018,6,21, , 
9/11/2018,4,14, , 
9/12/2018,11,16, , 
9/13/2018,7,20, , 
9/14/2018,5,16, , 
9/15/2018,8,26, , 
9/16/2018,15,32, , 
9/17/2018,33,18, , 
9/18/2018,20,21, , 
9/19/2018,11,25, , 
9/20/2018,26,19, , 
9/21/2018,9,20, , 
9/22/2018,8,19, , 
9/23/2018,13,17, , 
9/24/2018,10,19, , 
9/25/2018,15,16, , 
9/26/2018,6,26, , 
9/27/2018,18,25, , 
