"Date","PM2.5 AQI Value","Main Pollutant","Site Name","Site ID","Source"
"01/01/2016","31","","Rockland County","36-087-0005","AQS"
"01/02/2016","44","","Rockland County","36-087-0005","AQS"
"01/03/2016","52","","Rockland County","36-087-0005","AQS"
"01/04/2016","39","","Rockland County","36-087-0005","AQS"
"01/05/2016","46","","Rockland County","36-087-0005","AQS"
"01/06/2016","37","","Rockland County","36-087-0005","AQS"
"01/07/2016","56","","Rockland County","36-087-0005","AQS"
"01/08/2016","52","","Rockland County","36-087-0005","AQS"
"01/09/2016","52","","Rockland County","36-087-0005","AQS"
"01/10/2016","18","","Rockland County","36-087-0005","AQS"
"01/11/2016","33","","Rockland County","36-087-0005","AQS"
"01/12/2016","35","","Rockland County","36-087-0005","AQS"
"01/13/2016","38","","Rockland County","36-087-0005","AQS"
"01/14/2016","50","","Rockland County","36-087-0005","AQS"
"01/15/2016","60","","Rockland County","36-087-0005","AQS"
"01/16/2016","41","","Rockland County","36-087-0005","AQS"
"01/17/2016","29","","Rockland County","36-087-0005","AQS"
"01/18/2016","33","","Rockland County","36-087-0005","AQS"
"01/19/2016","21","","Rockland County","36-087-0005","AQS"
"01/20/2016","23","","Rockland County","36-087-0005","AQS"
"01/21/2016","28","","Rockland County","36-087-0005","AQS"
"01/22/2016","20","","Rockland County","36-087-0005","AQS"
"01/23/2016","24","","Rockland County","36-087-0005","AQS"
"01/24/2016","39","","Rockland County","36-087-0005","AQS"
"01/25/2016","53","","Rockland County","36-087-0005","AQS"
"01/26/2016","53","","Rockland County","36-087-0005","AQS"
"01/27/2016","35","","Rockland County","36-087-0005","AQS"
"01/28/2016","32","","Rockland County","36-087-0005","AQS"
"01/29/2016","44","","Rockland County","36-087-0005","AQS"
"01/30/2016","42","","Rockland County","36-087-0005","AQS"
"01/31/2016","55","","Rockland County","36-087-0005","AQS"
"02/01/2016","45","","Rockland County","36-087-0005","AQS"
"02/02/2016","28","","Rockland County","36-087-0005","AQS"
"02/03/2016","27","","Rockland County","36-087-0005","AQS"
"02/04/2016","25","","Rockland County","36-087-0005","AQS"
"02/05/2016","22","","Rockland County","36-087-0005","AQS"
"02/06/2016","32","","Rockland County","36-087-0005","AQS"
"02/07/2016","48","","Rockland County","36-087-0005","AQS"
"02/08/2016","17","","Rockland County","36-087-0005","AQS"
"02/09/2016","27","","Rockland County","36-087-0005","AQS"
"02/10/2016","33","","Rockland County","36-087-0005","AQS"
"02/11/2016","23","","Rockland County","36-087-0005","AQS"
"02/12/2016","20","","Rockland County","36-087-0005","AQS"
"02/13/2016","30","","Rockland County","36-087-0005","AQS"
"02/14/2016","28","","Rockland County","36-087-0005","AQS"
"02/15/2016","43","","Rockland County","36-087-0005","AQS"
"02/16/2016","18","","Rockland County","36-087-0005","AQS"
"02/17/2016","26","","Rockland County","36-087-0005","AQS"
