date, pm25, o3, no2, co
2018/5/17, 18, 21, 20, 4
2018/5/18, 41, 29, 13, 3
2018/5/19, 32, 25, 7, 2
2018/5/20, 14, 30, 9, 2
2018/5/21, 20, 39, 11, 2
2018/5/22, 22, 29, 20, 3
2018/5/23, 28, 34, 15, 3
2018/5/24, 41, 60, 14, 2
2018/5/25, 37, 67, 12, 2
2018/5/26, 47, 62, 13, 3
2018/5/27, 56, 38, 6, 2
2018/5/28, 41, 22, 7, 2
2018/5/29, 30, 48, 17, 3
2018/5/30, 48, 32, 8, 2
2018/5/31, 27, 25, 10, 2
2018/6/1, 25, 21, 15, 3
2018/6/2, 39, 45, 11, 2
2018/6/3, 36, 23, 3, 1
2018/6/4, 20, 27, 9, 1
2018/6/5, 18, 37, 12, 2
2018/6/6, 29, 24, 9, 1
2018/6/7, 19, 24, 9, 1
2018/6/8, 19, 36, 15, 2
2018/6/9, 32, 53, 11, 2
2018/6/10, 42, 30, 12, 3
2018/6/11, 32, 34, 8, 1
2018/6/12, 17, 31, 10, 2
2018/6/13, 18, 27, 11, 2
2018/6/14, 27, 37, 6, 1
2018/6/15, 22, 28, 7, 2
2018/6/16, 15, 44, 12, 2
2018/6/17, 33, 64, 13, 3
2018/6/18, 41, 44, 9, 2
2018/6/19, 49, 37, 7, 2
2018/6/20, 32, 36, 9, 2
2018/6/21, 19, 56, 10, 2
2018/6/22, 35, 35, 5, 1
2018/6/23, 23, 25, 4, 1
2018/6/24, 23, 35, 8, 2
2018/6/25, 45, 30, 7, 1
2018/6/26, 18, 28, 6, 1
2018/6/27, 20, 30, 7, 1
2018/6/28, 15, 34, 11, 2
2018/6/29, 33, 51, 15, 2
2018/6/30, 36, 66, 15, 3
2018/7/1, 49, 80, 15, 3
2018/1/2, 14, 17, , 
2018/1/3, 26, 7, , 
2018/1/4, 50, 21, , 
2018/1/5, 27, 25, , 
2018/1/6, 23, 24, , 
2018/1/7, 12, 20, , 
2018/1/8, 22, 14, , 
2018/1/9, 41, 20, , 
2018/1/10, 59, 14, , 
2018/1/11, 29, 5, , 
2018/1/12, 45, 21, , 
2018/1/13, 12, 23, 8, 2
2018/1/14, 15, 25, 10, 2
2018/1/15, 16, 23, 14, 2
2018/1/16, 18, 12, 26, 4
2018/1/17, 47, 9, 24, 4
2018/1/18, 53, 20, 19, 3
2018/1/19, 57, 12, 34, 4
2018/1/20, 63, 25, 25, 4
2018/1/21, 38, 24, 31, 4
2018/1/22, 58, 14, 27, 4
2018/1/23, 73, 23, 18, 3
2018/1/24, 24, 22, 10, 2
2018/1/25, 8, 25, 13, 2
2018/1/26, 8, 17, 27, 3
2018/1/27, 23, 21, 21, 3
2018/1/28, 27, 14, 24, 4
2018/1/29, 32, 21, 12, 2
2018/1/30, 24, 21, 12, 2
2018/1/31, 17, 20, 15, 2
2018/2/1, 19, 15, 25, 4
2018/2/2, 33, 24, 11, 2
2018/2/3, 23, 22, 14, 2
2018/2/4, 30, 23, 20, 3
2018/2/5, 21, 26, 17, 2
2018/2/6, 18, 14, 35, 3
2018/2/7, 32, 13, 26, 3
2018/2/8, 35, 27, 14, 2
2018/2/9, 26, 26, 21, 3
2018/2/10, 48, 13, 35, 5
2018/2/11, 43, 8, 26, 6
2018/2/12, 24, 27, 13, 2
2018/2/13, 17, 27, 14, 2
2018/2/14, 18, 16, 29, 4
2018/2/15, 37, 4, 24, 5
2018/2/16, 56, 25, 16, 3
2018/2/17, 23, 29, 13, 2
2018/2/18, 15, 30, 19, 3
2018/2/19, 26, 26, 26, 3
2018/2/20, 30, 12, 24, 4
2018/2/21, 47, 21, 18, 3
2018/2/22, 36, 25, 7, 2
2018/2/23, 11, 23, 14, 2
2018/2/24, 22, 14, 16, 3
2018/2/25, 29, 22, 12, 3
2018/2/26, 22, 22, 25, 4
2018/2/27, 27, 28, 25, 3
2018/2/28, 17, 24, 26, 4
2018/3/1, 28, 31, 23, 4
2018/3/2, 43, 31, 8, 2
2018/3/3, 14, 29, 6, 2
2018/3/4, 11, 31, 5, 2
2018/3/5, 8, 26, 10, 2
2018/3/6, 9, 32, 14, 2
2018/3/7, 13, 30, 10, 2
2018/3/8, 8, 24, 14, 2
2018/3/9, 18, 25, 12, 2
2018/3/10, 20, 31, 9, 2
2018/3/11, 15, 32, 8, 2
2018/3/12, 13, 29, 10, 2
2018/3/13, 8, 29, 12, 2
2018/3/14, 12, 26, 12, 2
2018/3/15, 17, 33, 11, 2
2018/3/16, 28, 30, 10, 2
2018/3/17, 17, 34, 8, 2
2018/3/18, 14, 34, 14, 2
2018/3/19, 11, 33, 18, 2
2018/3/20, 17, 26, 14, 2
2018/3/21, 15, 30, 8, 2
2018/3/22, 14, 33, 13, 2
2018/3/23, 18, 31, 13, 2
2018/3/24, 14, 36, 8, 2
2018/3/25, 8, 33, 7, 2
2018/3/26, 8, 33, 17, 2
2018/3/27, 13, 25, 24, 3
2018/3/28, 20, 17, 25, 4
2018/3/29, 45, 26, 21, 4
2018/3/30, 55, 24, 18, 3
2018/3/31, 39, 32, 10, 2
2018/4/1, 13, 32, 10, 2
2017/10/2, 19, 32, 18, 
2017/10/3, 19, 26, 14, 
2017/10/4, 18, 31, 14, 
2017/10/5, 28, 45, 16, 
2017/10/6, 39, 34, 23, 
2017/10/7, 38, 27, 9, 
2017/10/8, 32, 18, 10, 
2017/10/9, 20, 17, 7, 
2017/10/10, 18, 29, 19, 
2017/10/11, 19, 27, 9, 
2017/10/12, 26, 24, 6, 
2017/10/13, 12, 26, 6, 
2017/10/14, 12, 24, 12, 
2017/10/15, 22, 10, 5, 
2017/10/16, 27, 20, 7, 
2017/10/17, 14, 18, 17, 
2017/10/18, 12, 28, 25, 
2017/10/19, 34, 31, 22, 
2017/10/20, 31, 29, 19, 
2017/10/21, 23, 27, 28, 
2017/10/22, 27, , 23, 
2017/10/23, 39, 30, 8, 
2017/10/24, 17, 28, 8, 
2017/10/25, 26, 13, 21, 
2017/10/26, 26, 24, 14, 
2017/10/27, 12, 28, 18, 
2017/10/28, 22, 38, 13, 
2017/10/29, 23, 33, 4, 
2017/10/30, 18, 23, 8, 
2017/10/31, 9, 21, 13, 
2017/11/1, 17, 19, 23, 
2017/11/2, 23, 26, 13, 
2017/11/3, 22, 24, 11, 
2017/11/4, 21, 22, 7, 
2017/11/5, 11, 20, 8, 
2017/11/6, 17, 17, 12, 
2017/11/7, 24, 15, 7, 
2017/11/8, 11, 12, , 
2017/11/9, 10, 22, , 
2017/11/10, 19, 26, , 
2017/11/11, 12, 25, , 
2017/11/12, 13, 20, , 
2017/11/13, 38, 13, , 
2017/11/14, 51, 19, , 
2017/11/15, 26, 22, , 
2017/11/16, 15, 24, , 
2017/11/17, 14, 24, , 
2017/11/18, 9, 22, , 
2017/11/19, 23, 24, , 
2017/11/20, 15, 21, , 
2017/11/21, 19, 24, , 
2017/11/22, 27, 18, , 
2017/11/23, 19, 23, , 
2017/11/24, 17, 13, , 
2017/11/25, 37, 23, , 
2017/11/26, 40, 21, , 
2017/11/27, 13, 21, , 
2017/11/28, 23, 27, , 
2017/11/29, 17, 25, , 
2017/11/30, 29, 17, , 
2017/12/1, 15, 16, , 
2017/12/2, 25, 12, , 
2017/12/3, 23, 10, , 
2017/12/4, 39, 19, , 
2017/12/5, 61, 26, , 
2017/12/6, 18, 22, , 
2017/12/7, 19, 20, , 
2017/12/8, 24, 14, , 
2017/12/9, 24, 12, , 
2017/12/10, 29, 16, , 
2017/12/11, 36, 14, , 
2017/12/12, 36, 20, , 
2017/12/13, 30, 23, , 
2017/12/14, 7, 21, , 
2017/12/15, 21, 13, , 
2017/12/16, 39, 17, , 
2017/12/17, 49, 17, , 
2017/12/18, 35, 8, , 
2017/12/19, 56, 15, , 
2017/12/20, 47, 24, , 
2017/12/21, 24, 18, , 
2017/12/22, 22, 10, , 
2017/12/23, 24, 8, , 
2017/12/24, 42, 24, , 
2017/12/25, 15, 24, , 
2017/12/26, 16, 25, , 
2017/12/27, 16, 23, , 
2017/12/28, 28, 24, , 
2017/12/29, 16, 20, , 
2017/12/30, 18, 13, , 
2017/12/31, 42, 25, , 
2018/1/1, 22, 25, , 
2017/7/2, 26, 50, 10, 
2017/7/3, 34, 53, 19, 
2017/7/4, 43, 60, 14, 
2017/7/5, 49, 40, 7, 
2017/7/6, 54, 25, 5, 
2017/7/7, 14, 33, 11, 
2017/7/8, 18, 53, 9, 
2017/7/9, 36, 40, 9, 
2017/7/10, 44, 33, 13, 
2017/7/11, 45, 57, 15, 
2017/7/12, 38, 56, 12, 
2017/7/13, 49, 56, 10, 
2017/7/14, 50, 21, 6, 
2017/7/15, 24, 39, 8, 
2017/7/16, 27, 51, 10, 
2017/7/17, 20, 39, 9, 
2017/7/18, 26, 35, 7, 
2017/7/19, 14, 60, 18, 
2017/7/20, 43, 74, 18, 
2017/7/21, 62, 49, 11, 
2017/7/22, 32, 85, 7, 
2017/7/23, 49, 55, 5, 
2017/7/24, 53, 26, 6, 
2017/7/25, 21, 23, 6, 
2017/7/26, 14, 33, 8, 
2017/7/27, 14, 32, 9, 
2017/7/28, 20, 58, 9, 
2017/7/29, 42, 23, 4, 
2017/7/30, 17, 36, 7, 
2017/7/31, 16, 46, 18, 
2017/8/1, 32, 81, 17, 
2017/8/2, 49, 52, 15, 
2017/8/3, 51, 50, 13, 
2017/8/4, 41, 25, 8, 
2017/8/5, 16, 35, 6, 
2017/8/6, 15, 27, 10, 
2017/8/7, 14, 25, 14, 
2017/8/8, 26, 33, 15, 
2017/8/9, 22, 54, 16, 
2017/8/10, 34, 48, 16, 
2017/8/11, 52, 38, 9, 
2017/8/12, 15, 33, 8, 
2017/8/13, 14, 38, 11, 
2017/8/14, 22, 40, 9, 
2017/8/15, 27, 37, 14, 
2017/8/16, 42, 47, 16, 
2017/8/17, 37, 38, 8, 
2017/8/18, 29, 28, 10, 
2017/8/19, 29, 49, 9, 
2017/8/20, 30, 31, 10, 
2017/8/21, 28, 36, 13, 
2017/8/22, 48, 35, 6, 
2017/8/23, 51, 36, 9, 
2017/8/24, 22, 38, 9, 
2017/8/25, 29, 26, 12, 
2017/8/26, 14, 40, 11, 
2017/8/27, 21, 37, 7, 
2017/8/28, 31, 33, 9, 
2017/8/29, 24, 17, 6, 
2017/8/30, 13, 39, 10, 
2017/8/31, 23, 38, 12, 
2017/9/1, 41, 29, 7, 
2017/9/2, 17, 29, 5, 
2017/9/3, 16, 27, , 
2017/9/4, 14, 43, 6, 
2017/9/5, 39, 32, 8, 
2017/9/10, 12, 22, , 
2017/9/11, 15, 19, 21, 
2017/9/12, 18, 28, 27, 
2017/9/13, 38, 44, 20, 
2017/9/14, 36, 33, 14, 
2017/9/15, 35, 43, 22, 
2017/9/16, 35, 43, 12, 
2017/9/17, 56, 49, 5, 
2017/9/18, 57, 24, 5, 
2017/9/19, 19, 18, 3, 
2017/9/20, 24, 20, 8, 
2017/9/21, 15, 24, 6, 
2017/9/22, 23, 32, 6, 
2017/9/23, 17, 41, 12, 
2017/9/24, 18, 49, 21, 
2017/9/25, 40, 50, 32, 
2017/9/26, 42, 22, 11, 
2017/9/27, 16, 8, 9, 
2017/9/28, 14, 26, 8, 
2017/9/29, 11, 23, 17, 
2017/9/30, 12, 24, 7, 
2017/10/1, 20, 31, 16, 
2017/4/2, 6, 37, 11, 
2017/4/3, 10, 38, 23, 
2017/4/4, 24, 36, 11, 
2017/4/5, 18, 32, 18, 
2017/4/6, 46, 31, 15, 
2017/4/7, 16, 24, 9, 
2017/4/8, 6, 35, 6, 
2017/4/9, 4, 38, 18, 
2017/4/10, 12, 40, 26, 
2017/4/11, 35, 35, 30, 
2017/4/12, 39, 37, 27, 
2017/4/13, 47, 36, 11, 
2017/4/14, 13, 37, 18, 
2017/4/15, 11, 36, 17, 
2017/4/16, 24, 46, 8, 
2017/4/17, 37, 36, 9, 
2017/4/18, 17, 32, 5, 
2017/4/19, 12, 31, 6, 
2017/4/20, 9, 27, 16, 
2017/4/21, 33, 31, 8, 
2017/4/22, 15, 27, 10, 
2017/4/23, 19, 25, 9, 
2017/4/24, 10, 18, 18, 
2017/4/25, 26, 29, 5, 
2017/4/26, 5, 24, 7, 
2017/4/27, 23, 31, 10, 
2017/4/28, 40, 44, 26, 
2017/4/29, 58, 39, , 
2017/4/30, 25, 33, , 
2017/5/1, 13, 24, 10, 
2017/5/2, 22, 40, 7, 
2017/5/3, 16, 34, 7, 
2017/5/4, 8, 35, 8, 
2017/5/5, 10, 31, 8, 
2017/5/6, 23, 32, 6, 
2017/5/7, 19, 25, 4, 
2017/5/8, 6, 30, 7, 
2017/5/9, 14, 35, 11, 
2017/5/10, 19, 31, 16, 
2017/5/11, 23, 33, 12, 
2017/5/12, 14, 31, 10, 
2017/5/13, 11, 23, 5, 
2017/5/14, 19, , 5, 
2017/5/15, 10, 27, 6, 
2017/5/16, 37, 36, 21, 
2017/5/17, 34, 54, 21, 
2017/5/18, 39, 78, 13, 
2017/5/26, 4, 32, 9, 
2017/5/27, 9, 17, 7, 
2017/5/28, 11, , 4, 
2017/5/29, 19, , 4, 
2017/5/30, 9, 27, 5, 
2017/5/31, 12, 32, 11, 
2017/6/1, 19, 46, 12, 
2017/6/2, 26, 35, 11, 
2017/6/3, 19, 32, 12, 
2017/6/4, 14, 34, 13, 
2017/6/5, 17, 26, 8, 
2017/6/6, 44, 19, 5, 
2017/6/7, 9, 36, 14, 
2017/6/8, 11, 35, 17, 
2017/6/9, 22, 39, 18, 
2017/6/10, 25, 64, 13, 
2017/6/11, 39, 60, 8, 
2017/6/12, 46, 83, 20, 
2017/6/13, 55, 73, 12, 
2017/6/14, 48, 44, 13, 
2017/6/15, 30, 31, 5, 
2017/6/16, 12, 20, 6, 
2017/6/17, 16, 24, 10, 
2017/6/18, 25, 26, 7, 
2017/6/19, 30, 23, 7, 
2017/6/20, 39, 47, 8, 
2017/6/21, 16, 50, 14, 
2017/6/22, 33, 52, 13, 
2017/6/23, 32, 30, 9, 
2017/6/24, 54, 37, 7, 
2017/6/25, 19, 43, 8, 
2017/6/26, 26, 44, 10, 
2017/6/27, 16, 47, 11, 
2017/6/28, 21, 35, 9, 
2017/6/29, 19, 37, 6, 
2017/6/30, 27, 52, 8, 
2017/7/1, 43, 23, 9, 
2017/1/3, 19, 23, 13, 
2017/1/4, 7, 22, 13, 
2017/1/5, 22, 21, 18, 
2017/1/6, 20, 20, 16, 
2017/1/7, 32, 22, 13, 
2017/1/8, 24, 24, 10, 
2017/1/9, 21, 18, 26, 
2017/1/10, 20, 22, 26, 
2017/1/11, 24, 21, 23, 
2017/1/12, 36, 18, 22, 
2017/1/13, 30, 26, 14, 
2017/1/14, 15, 24, 21, 
2017/1/15, 18, 25, 21, 
2017/1/16, 35, 13, 33, 
2017/1/17, 46, 10, 28, 
2017/1/18, 66, 21, 19, 
2017/1/19, 13, 16, 17, 
2017/1/20, 20, 15, 20, 
2017/1/21, 25, 5, 21, 
2017/1/22, 58, 3, 21, 
2017/1/23, 51, 27, 4, 
2017/1/24, 10, 27, 13, 
2017/1/25, 6, 26, 21, 
2017/1/26, 15, 11, 22, 
2017/1/27, 31, 15, 13, 
2017/1/28, 7, , , 
2017/1/31, 15, 21, 15, 
2017/2/1, 24, 23, 15, 
2017/2/2, 23, 27, 17, 
2017/2/5, 24, 22, 15, 
2017/2/6, 41, 25, 24, 
2017/2/7, 45, , 25, 
2017/2/8, 55, , 22, 
2017/2/9, 34, , 10, 
2017/2/10, 10, , 21, 
2017/2/11, 24, , 33, 
2017/2/12, 48, , 19, 
2017/2/13, 33, , 8, 
2017/2/14, 15, , 25, 
2017/2/15, 30, , 25, 
2017/2/16, 38, 23, 10, 
2017/2/17, 12, 28, 18, 
2017/2/18, 22, 24, 28, 
2017/2/19, 40, 37, 15, 
2017/2/20, 29, 35, 11, 
2017/2/21, 11, 32, 18, 
2017/2/22, 13, 21, 35, 
2017/2/23, 30, 18, 32, 
2017/2/24, 56, 32, 17, 
2017/2/25, 20, 30, 10, 
2017/2/26, 15, 30, 9, 
2017/2/27, 8, 27, 26, 
2017/2/28, 31, 32, 21, 
2017/3/1, 30, 27, 18, 
2017/3/2, 30, 36, 6, 
2017/3/3, 8, 30, 8, 
2017/3/4, 11, 32, 7, 
2017/3/5, 7, 30, 17, 
2017/3/6, 10, 26, 21, 
2017/3/7, 23, 28, 22, 
2017/3/8, 28, 35, 12, 
2017/3/9, 16, 37, 10, 
2017/3/10, 24, 31, 9, 
2017/3/11, 20, 30, 7, 
2017/3/12, 6, 29, , 
2017/3/13, 9, 26, , 
2017/3/14, 26, 32, 7, 
2017/3/15, 13, 29, 9, 
2017/3/16, 8, 39, 11, 
2017/3/17, 11, 36, 27, 
2017/3/18, 23, 35, 23, 
2017/3/19, 30, 40, 12, 
2017/3/20, 8, 37, 22, 
2017/3/21, 14, 34, 27, 
2017/3/22, 32, 33, 9, 
2017/3/23, 15, 34, 20, 
2017/3/24, 17, 31, 25, 
2017/3/25, 33, 29, 18, 
2017/3/26, 51, 29, 8, 
2017/3/27, 23, 21, 28, 
2017/3/28, 32, 24, 19, 
2017/3/29, 26, 32, 9, 
2017/3/30, 15, 28, 16, 
2017/3/31, 15, 35, 9, 
2017/4/1, 9, 32, 10, 
2016/10/2, 5, 17, 10, 
2016/10/3, 15, 27, 20, 
2016/10/4, 47, 24, 7, 
2016/10/5, 21, 29, 12, 
2016/10/6, 11, 30, 24, 
2016/10/7, 27, 34, 20, 
2016/10/8, 33, 19, 14, 
2016/10/9, 21, 26, 4, 
2016/10/10, 11, 26, 9, 
2016/10/11, 6, 22, 16, 
2016/10/12, 11, 27, 15, 
2016/10/13, 15, 21, 16, 
2016/10/14, 24, 24, 17, 
2016/10/15, 11, 31, 14, 
2016/10/16, 13, 33, 11, 
2016/10/17, 26, 27, 28, 
2016/10/18, 53, 36, 13, 
2016/10/19, 59, 35, 14, 
2016/10/20, 35, 30, 8, 
2016/10/21, 26, 22, 13, 
2016/10/22, 19, 15, 5, 
2016/10/23, 7, 27, 9, 
2016/10/24, 14, 27, 10, 
2016/10/25, 14, 21, 9, 
2016/10/26, 8, 22, 12, 
2016/10/27, 8, 22, 19, 
2016/10/28, 13, 18, 13, 
2016/10/29, 16, 23, 18, 
2016/10/30, 22, 28, 15, 
2016/10/31, 47, 21, 16, 
2016/11/1, 12, 21, 14, 
2016/11/2, 17, 11, 29, 
2016/11/3, 40, 22, 18, 
2016/11/4, 50, 22, 12, 
2016/11/5, 11, 26, 15, 
2016/11/6, 22, 24, 4, 
2016/11/7, 12, 18, 20, 
2016/11/8, 11, 14, 39, 
2016/11/9, 43, 13, 28, 
2016/11/10, 47, 19, 18, 
2016/11/11, 11, 24, 10, 
2016/11/12, 16, 26, 16, 
2016/11/13, 11, 27, 21, 
2016/11/14, 24, 16, 42, 
2016/11/15, 41, 19, 21, 
2016/11/16, 26, 22, 28, 
2016/11/17, 44, 25, 18, 
2016/11/18, 43, 13, 32, 
2016/11/19, 35, 22, 14, 
2016/11/20, 11, 25, 5, 
2016/11/21, 10, 27, 7, 
2016/11/22, 19, 25, 9, 
2016/11/23, 15, 24, 15, 
2016/11/24, 17, 17, 16, 
2016/11/25, 22, 5, 27, 
2016/11/26, 69, 15, 15, 
2016/11/27, 34, 23, 11, 
2016/11/28, 9, 19, 22, 
2016/11/29, 36, 28, 20, 
2016/11/30, 22, 16, 21, 
2016/12/1, 37, 19, 12, 
2016/12/2, 14, 11, 11, 
2016/12/3, 13, 25, 7, 
2016/12/4, 8, 26, 12, 
2016/12/5, 11, 16, 19, 
2016/12/6, 24, 20, 17, 
2016/12/7, 26, 17, 23, 
2016/12/8, 32, 12, 21, 
2016/12/9, 45, 24, 12, 
2016/12/10, 25, 20, 14, 
2016/12/11, 25, 20, 22, 
2016/12/12, 37, 11, 24, 
2016/12/13, 43, 13, 24, 
2016/12/14, 40, 22, 18, 
2016/12/17, 31, 9, 31, 
2016/12/18, 34, 22, 12, 
2016/12/19, 33, 24, 16, 
2016/12/20, 8, 19, 34, 
2016/12/21, 28, 9, 32, 
2016/12/22, 60, 17, 20, 
2016/12/23, 45, 21, 24, 
2016/12/24, 34, 22, 18, 
2016/12/25, 42, 26, 10, 
2016/12/26, 17, 22, 13, 
2016/12/27, 10, 23, 12, 
2016/12/28, 16, 19, 19, 
2016/12/29, 13, 15, 21, 
2016/12/30, 20, 19, 14, 
2016/12/31, 13, 26, 12, 
2017/1/1, 11, 27, 21, 
2017/1/2, 22, 16, 16, 
2016/7/2, 32, 29, 6, 
2016/7/3, 20, 34, 8, 
2016/7/4, 26, 45, 8, 
2016/7/5, 43, 40, 22, 
2016/7/6, 23, 70, 15, 
2016/7/7, 44, 61, 18, 
2016/7/8, 54, 45, 8, 
2016/7/9, 45, 21, 4, 
2016/7/10, 18, 34, 5, 
2016/7/11, 14, 34, 8, 
2016/7/12, 12, 41, 10, 
2016/7/13, 14, 37, 8, 
2016/7/14, 16, 38, 13, 
2016/7/15, 34, 75, 14, 
2016/7/16, 46, 60, 10, 
2016/7/17, 33, 74, 12, 
2016/7/18, 41, 66, 15, 
2016/7/19, 45, 28, 9, 
2016/7/20, 23, 38, 9, 
2016/7/21, 17, 65, 12, 
2016/7/22, 36, 79, 9, 
2016/7/23, 50, 43, 7, 
2016/7/24, 35, 52, 9, 
2016/7/25, 31, 56, 11, 
2016/7/26, 44, 39, 13, 
2016/7/27, 28, 59, 15, 
2016/7/28, 29, 55, 17, 
2016/7/29, 59, 56, 8, 
2016/7/30, 48, 56, 9, 
2016/7/31, 51, 34, 3, 
2016/8/1, 31, 34, 6, 
2016/8/2, 28, 25, 7, 
2016/8/3, 36, 26, 9, 
2016/8/4, 32, 24, 10, 
2016/8/5, 26, 38, 9, 
2016/8/6, 24, 45, 9, 
2016/8/7, 33, 32, 8, 
2016/8/8, 18, 41, 14, 
2016/8/9, 23, 49, 15, 
2016/8/10, 32, 25, 8, 
2016/8/11, 28, 69, 13, 
2016/8/12, 43, 54, 12, 
2016/8/13, 36, 58, 10, 
2016/8/14, 49, 44, 8, 
2016/8/15, 31, 46, 12, 
2016/8/16, 25, 28, 7, 
2016/8/17, 35, 32, 8, 
2016/8/18, 13, 51, 16, 
2016/8/19, 23, 55, 14, 
2016/8/20, 34, 41, 7, 
2016/8/21, 35, 38, 4, 
2016/8/22, 17, 24, 9, 
2016/8/23, 11, 46, 13, 
2016/8/24, 21, 64, 14, 
2016/8/25, 33, 48, 9, 
2016/8/26, 31, 40, 11, 
2016/8/27, 39, 37, 9, 
2016/8/28, 25, 32, 7, 
2016/8/29, 24, 42, 9, 
2016/8/30, 21, 32, 6, 
2016/8/31, 16, 59, 8, 
2016/9/1, 36, 29, 22, 
2016/9/2, 51, 27, 6, 
2016/9/3, 14, 27, 5, 
2016/9/4, 19, 29, 2, 
2016/9/5, 16, 26, 2, 
2016/9/6, 16, 24, 3, 
2016/9/7, 9, 35, 7, 
2016/9/8, 19, 45, 18, 
2016/9/9, 45, 39, 13, 
2016/9/10, 40, 44, 8, 
2016/9/11, 49, 30, 5, 
2016/9/12, 22, 27, 9, 
2016/9/13, 13, 38, 11, 
2016/9/14, 16, 61, 13, 
2016/9/15, 32, 31, 8, 
2016/9/16, 7, 30, 11, 
2016/9/17, 11, 27, 8, 
2016/9/18, 15, 28, 7, 
2016/9/19, 20, 19, 16, 
2016/9/20, 15, 30, 18, 
2016/9/21, 25, 47, 16, 
2016/9/22, 32, 38, 21, 
2016/9/23, 20, 48, 22, 
2016/9/24, 40, 27, 5, 
2016/9/25, 11, 31, 12, 
2016/9/26, 13, 37, 8, 
2016/9/27, 10, 31, 17, 
2016/9/28, 19, 26, 6, 
2016/9/29, 23, 22, 4, 
2016/9/30, 13, 21, 3, 
2016/10/1, 10, 20, 3, 
2016/4/2, 26, 27, 9, 
2016/4/3, 19, 33, , 
2016/4/4, 13, 25, 12, 
2016/4/5, 18, 32, 9, 
2016/4/6, 14, 35, 17, 
2016/4/7, 17, 33, 11, 
2016/4/8, 18, 29, 11, 
2016/4/9, 11, 30, 15, 
2016/4/10, 23, 33, 7, 
2016/4/11, 13, 36, 9, 
2016/4/12, 26, 34, 13, 
2016/4/13, 25, 33, 18, 
2016/4/14, 15, 32, 19, 
2016/4/15, 24, 35, 16, 
2016/4/16, 22, 41, 12, 
2016/4/17, 20, 40, 19, 
2016/4/18, 26, 48, 21, 
2016/4/19, 32, 43, 12, 
2016/4/20, 23, 41, 11, 
2016/4/21, 10, 41, 18, 
2016/4/22, 24, 38, 24, 
2016/4/23, 57, 34, 6, 
2016/4/24, 30, 39, 8, 
2016/4/25, 16, 39, 14, 
2016/4/26, 27, 30, 10, 
2016/4/27, 40, 24, 14, 
2016/4/28, 18, 32, 10, 
2016/4/29, 23, , , 
2016/5/3, 47, 20, 9, 
2016/5/4, 10, 22, 8, 
2016/5/5, 11, 23, 6, 
2016/5/6, 8, 22, 9, 
2016/5/7, 8, 19, 11, 
2016/5/8, 17, 31, 12, 
2016/5/9, 20, 40, 15, 
2016/5/10, 30, 28, 15, 
2016/5/11, 17, 37, 24, 
2016/5/12, 30, 51, 21, 
2016/5/13, 49, 33, 25, 
2016/5/14, 52, 42, 11, 
2016/5/15, 33, 26, 4, 
2016/5/16, 7, 34, 8, 
2016/5/17, 10, 31, 20, 
2016/5/18, 24, 32, 10, 
2016/5/19, 22, 33, 25, 
2016/5/20, 27, 41, 23, 
2016/5/21, 28, 36, 15, 
2016/5/22, 32, 43, 11, 
2016/5/23, 22, 46, 16, 
2016/5/24, 29, 30, 30, 
2016/5/25, 34, 82, 22, 
2016/5/26, 56, 68, 24, 
2016/5/27, 59, 42, 18, 
2016/5/28, 66, 55, 13, 
2016/5/29, 51, 34, 9, 
2016/5/30, 28, 30, 10, 
2016/5/31, 17, 42, 13, 
2016/6/1, 27, 47, 9, 
2016/6/2, 32, 36, 5, 
2016/6/3, 27, 29, 12, 
2016/6/4, 31, 50, 11, 
2016/6/5, 44, 33, 7, 
2016/6/6, 20, 47, 9, 
2016/6/7, 26, 55, 11, 
2016/6/8, 26, 23, 5, 
2016/6/9, 13, 34, 5, 
2016/6/10, 11, 34, 11, 
2016/6/11, 12, 57, 16, 
2016/6/12, 42, 41, 4, 
2016/6/13, 32, 22, 5, 
2016/6/14, 11, 34, 10, 
2016/6/15, 12, 50, 16, 
2016/6/16, 27, 35, 29, 
2016/6/17, 45, 40, 13, 
2016/6/18, 34, 56, 17, 
2016/6/19, 25, 56, 10, 
2016/6/20, 30, 41, 13, 
2016/6/21, 30, 61, 12, 
2016/6/22, 36, 44, 17, 
2016/6/23, 18, 53, 22, 
2016/6/24, 41, 55, 9, 
2016/6/25, 45, 53, 8, 
2016/6/26, 31, 45, 11, 
2016/6/27, 30, 39, 8, 
2016/6/28, 30, 31, 10, 
2016/6/29, 24, 50, 12, 
2016/6/30, 30, 49, 12, 
2016/7/1, 25, 38, 13, 
2016/1/5, 11, 19, 30, 
2016/1/6, 22, 12, 39, 
2016/1/7, 50, 1, 51, 
2016/1/8, 85, 19, 18, 
2016/1/9, 40, 23, 10, 
2016/1/10, 28, 28, 7, 
2016/1/11, 14, 22, 14, 
2016/1/12, 12, 23, 22, 
2016/1/13, 29, 25, 13, 
2016/1/14, 27, 14, 28, 
2016/1/15, 46, 22, 26, 
2016/1/16, 57, 23, 13, 
2016/1/17, 27, 24, 14, 
2016/1/18, 21, 23, 10, 
2016/1/19, 22, 23, 11, 
2016/1/20, 18, 22, 18, 
2016/1/21, 15, 24, 16, 
2016/1/22, 18, 26, 11, 
2016/1/23, 10, 26, 7, 
2016/1/24, 10, 25, 24, 
2016/1/25, 22, 21, 34, 
2016/1/26, 46, 19, 32, 
2016/1/27, 40, 20, 23, 
2016/1/28, 32, 22, 32, 
