"Date","PM2.5 AQI Value","Main Pollutant","Site Name","Site ID","Source"
"12/15/2017","52","","Queens College Near Road","36-081-0125","AQS"
"12/16/2017","55","","QUEENS COLLEGE 2","36-081-0124","AQS"
"12/17/2017","42","","Queens College Near Road","36-081-0125","AQS"
"12/18/2017","67","","Queens College Near Road","36-081-0125","AQS"
"12/19/2017","51","","QUEENS COLLEGE 2","36-081-0124","AQS"
"12/20/2017","38","","MASPETH LIBRARY","36-081-0120","AQS"
"12/21/2017","35","","Queens College Near Road","36-081-0125","AQS"
"12/22/2017","44","","Queens College Near Road","36-081-0125","AQS"
"12/23/2017","49","","QUEENS COLLEGE 2","36-081-0124","AQS"
"12/24/2017","28","","Queens College Near Road","36-081-0125","AQS"
"12/25/2017","31","","Queens College Near Road","36-081-0125","AQS"
"12/26/2017","33","","MASPETH LIBRARY","36-081-0120","AQS"
"12/27/2017","41","","MASPETH LIBRARY","36-081-0120","AQS"
"12/28/2017","34","","MASPETH LIBRARY","36-081-0120","AQS"
"12/29/2017","38","","MASPETH LIBRARY","36-081-0120","AQS"
"12/30/2017","55","","Queens College Near Road","36-081-0125","AQS"
"12/31/2017","39","","MASPETH LIBRARY","36-081-0120","AQS"
"01/01/2018","46","","MASPETH LIBRARY","36-081-0120","AQS"
"01/02/2018","53","","Queens College Near Road","36-081-0125","AQS"
"01/03/2018","56","","Queens College Near Road","36-081-0125","AQS"
"01/04/2018","39","","MASPETH LIBRARY","36-081-0120","AQS"
"01/05/2018","43","","Queens College Near Road","36-081-0125","AQS"
"01/06/2018","46","","MASPETH LIBRARY","36-081-0120","AQS"
"01/07/2018","45","","Queens College Near Road","36-081-0125","AQS"
"01/08/2018","55","","Queens College Near Road","36-081-0125","AQS"
"01/09/2018","60","","Queens College Near Road","36-081-0125","AQS"
"01/10/2018","52","","Queens College Near Road","36-081-0125","AQS"
"01/11/2018","59","","Queens College Near Road","36-081-0125","AQS"
"01/12/2018","19","","MASPETH LIBRARY","36-081-0120","AQS"
"01/13/2018","40","","MASPETH LIBRARY","36-081-0120","AQS"
"01/14/2018","35","","Queens College Near Road","36-081-0125","AQS"
"01/15/2018","42","","Queens College Near Road","36-081-0125","AQS"
"01/16/2018","55","","Queens College Near Road","36-081-0125","AQS"
"01/17/2018","56","","QUEENS COLLEGE 2","36-081-0124","AQS"
"01/18/2018","58","","QUEENS COLLEGE 2","36-081-0124","AQS"
"01/19/2018","63","","QUEENS COLLEGE 2","36-081-0124","AQS"
"01/20/2018","52","","MASPETH LIBRARY","36-081-0120","AQS"
"01/21/2018","60","","Queens College Near Road","36-081-0125","AQS"
"01/22/2018","74","","QUEENS COLLEGE 2","36-081-0124","AQS"
"01/23/2018","36","","MASPETH LIBRARY","36-081-0120","AQS"
"01/24/2018","35","","MASPETH LIBRARY","36-081-0120","AQS"
"01/25/2018","34","","Queens College Near Road","36-081-0125","AQS"
"01/26/2018","39","","Queens College Near Road","36-081-0125","AQS"
"01/27/2018","38","","Queens College Near Road","36-081-0125","AQS"
"01/28/2018","49","","Queens College Near Road","36-081-0125","AQS"
"01/29/2018","41","","Queens College Near Road","36-081-0125","AQS"
"01/30/2018","35","","MASPETH LIBRARY","36-081-0120","AQS"
"01/31/2018","27","","QUEENS COLLEGE 2","36-081-0124","AQS"
"02/01/2018","43","","Queens College Near Road","36-081-0125","AQS"
"02/02/2018","42","","Queens College Near Road","36-081-0125","AQS"
"02/03/2018","35","","QUEENS COLLEGE 2","36-081-0124","AQS"
"02/04/2018","28","","Queens College Near Road","36-081-0125","AQS"
"02/05/2018","38","","Queens College Near Road","36-081-0125","AQS"
"02/06/2018","47","","Queens College Near Road","36-081-0125","AQS"
"02/07/2018","51","","Queens College Near Road","36-081-0125","AQS"
"02/08/2018","46","","Queens College Near Road","36-081-0125","AQS"
"02/09/2018","57","","QUEENS COLLEGE 2","36-081-0124","AQS"
"02/10/2018","60","","Queens College Near Road","36-081-0125","AQS"
"02/11/2018","33","","Queens College Near Road","36-081-0125","AQS"
"02/12/2018","40","","Queens College Near Road","36-081-0125","AQS"
"02/13/2018","32","","Queens College Near Road","36-081-0125","AQS"
"02/14/2018","47","","QUEENS COLLEGE 2","36-081-0124","AQS"
"02/15/2018","58","","QUEENS COLLEGE 2","36-081-0124","AQS"
"02/16/2018","34","","Queens College Near Road","36-081-0125","AQS"
"02/17/2018","29","","Queens College Near Road","36-081-0125","AQS"
"02/18/2018","45","","Queens College Near Road","36-081-0125","AQS"
"02/19/2018","40","","Queens College Near Road","36-081-0125","AQS"
"02/20/2018","55","","QUEENS COLLEGE 2","36-081-0124","AQS"
"02/21/2018","49","","Queens College Near Road","36-081-0125","AQS"
"02/22/2018","22","","Queens College Near Road","36-081-0125","AQS"
"02/23/2018","29","","QUEENS COLLEGE 2","36-081-0124","AQS"
"02/24/2018","36","","QUEENS COLLEGE 2","36-081-0124","AQS"
"02/25/2018","25","","Queens College Near Road","36-081-0125","AQS"
"02/26/2018","38","","Queens College Near Road","36-081-0125","AQS"
"02/27/2018","23","","QUEENS COLLEGE 2","36-081-0124","AQS"
"02/28/2018","37","","Queens College Near Road","36-081-0125","AQS"
"03/01/2018","57","","Queens College Near Road","36-081-0125","AQS"
"03/02/2018","22","","Queens College Near Road","36-081-0125","AQS"
"03/03/2018","23","","Queens College Near Road","36-081-0125","AQS"
"03/04/2018","17","","MASPETH LIBRARY","36-081-0120","AQS"
"03/05/2018","20","","Queens College Near Road","36-081-0125","AQS"
"03/06/2018","21","","Queens College Near Road","36-081-0125","AQS"
"03/07/2018","16","","Queens College Near Road","36-081-0125","AQS"
"03/08/2018","22","","Queens College Near Road","36-081-0125","AQS"
"03/09/2018","25","","Queens College Near Road","36-081-0125","AQS"
"03/10/2018","21","","MASPETH LIBRARY","36-081-0120","AQS"
"03/11/2018","23","","MASPETH LIBRARY","36-081-0120","AQS"
"03/12/2018","21","","Queens College Near Road","36-081-0125","AQS"
"03/13/2018","20","","Queens College Near Road","36-081-0125","AQS"
"03/14/2018","21","","QUEENS COLLEGE 2","36-081-0124","AQS"
"03/15/2018","35","","Queens College Near Road","36-081-0125","AQS"
"03/16/2018","32","","Queens College Near Road","36-081-0125","AQS"
"03/17/2018","19","","Queens College Near Road","36-081-0125","AQS"
"03/18/2018","26","","MASPETH LIBRARY","36-081-0120","AQS"
"03/19/2018","28","","Queens College Near Road","36-081-0125","AQS"
"03/20/2018","26","","Queens College Near Road","36-081-0125","AQS"
"03/21/2018","25","","Queens College Near Road","36-081-0125","AQS"
"03/22/2018","29","","Queens College Near Road","36-081-0125","AQS"
"03/23/2018","27","","Queens College Near Road","36-081-0125","AQS"
"03/24/2018","22","","MASPETH LIBRARY","36-081-0120","AQS"
"03/25/2018","25","","Queens College Near Road","36-081-0125","AQS"
"03/26/2018","28","","Queens College Near Road","36-081-0125","AQS"
"03/27/2018","34","","Queens College Near Road","36-081-0125","AQS"
"03/28/2018","55","","QUEENS COLLEGE 2","36-081-0124","AQS"
"03/29/2018","64","","QUEENS COLLEGE 2","36-081-0124","AQS"
"03/30/2018","48","","Queens College Near Road","36-081-0125","AQS"
"03/31/2018","16","","QUEENS COLLEGE 2","36-081-0124","AQS"
"04/01/2018","20","","QUEENS COLLEGE 2","36-081-0124","AQS"
"04/02/2018","28","","Queens College Near Road","36-081-0125","AQS"
"04/03/2018","32","","QUEENS COLLEGE 2","36-081-0124","AQS"
"04/04/2018","24","","QUEENS COLLEGE 2","36-081-0124","AQS"
"04/05/2018","20","","MASPETH LIBRARY","36-081-0120","AQS"
"04/06/2018","38","","QUEENS COLLEGE 2","36-081-0124","AQS"
"04/07/2018","18","","Queens College Near Road","36-081-0125","AQS"
"04/08/2018","16","","MASPETH LIBRARY","36-081-0120","AQS"
"04/09/2018","23","","Queens College Near Road","36-081-0125","AQS"
"04/10/2018","55","","QUEENS COLLEGE 2","36-081-0124","AQS"
"04/11/2018","48","","Queens College Near Road","36-081-0125","AQS"
"04/12/2018","59","","QUEENS COLLEGE 2","36-081-0124","AQS"
"04/13/2018","59","","Queens College Near Road","36-081-0125","AQS"
"04/14/2018","64","","Queens College Near Road","36-081-0125","AQS"
"04/15/2018","20","","QUEENS COLLEGE 2","36-081-0124","AQS"
"04/16/2018","21","","QUEENS COLLEGE 2","36-081-0124","AQS"
"04/17/2018","13","","Queens College Near Road","36-081-0125","AQS"
"04/18/2018","15","","Queens College Near Road","36-081-0125","AQS"
"04/19/2018","23","","Queens College Near Road","36-081-0125","AQS"
"04/20/2018","17","","MASPETH LIBRARY","36-081-0120","AQS"
"04/21/2018","18","","QUEENS COLLEGE 2","36-081-0124","AQS"
"04/22/2018","20","","Queens College Near Road","36-081-0125","AQS"
"04/23/2018","52","","Queens College Near Road","36-081-0125","AQS"
"04/24/2018","21","","QUEENS COLLEGE 2","36-081-0124","AQS"
"04/25/2018","35","","QUEENS COLLEGE 2","36-081-0124","AQS"
"04/26/2018","22","","Queens College Near Road","36-081-0125","AQS"
"04/27/2018","25","","QUEENS COLLEGE 2","36-081-0124","AQS"
"04/28/2018","55","","QUEENS COLLEGE 2","36-081-0124","AQS"
"04/29/2018","21","","Queens College Near Road","36-081-0125","AQS"
"04/30/2018","20","","MASPETH LIBRARY","36-081-0120","AQS"
"05/01/2018","39","","Queens College Near Road","36-081-0125","AQS"
"05/02/2018","44","","QUEENS COLLEGE 2","36-081-0124","AQS"
"05/03/2018","58","","Queens College Near Road","36-081-0125","AQS"
"05/04/2018","56","","QUEENS COLLEGE 2","36-081-0124","AQS"
"05/05/2018","25","","Queens College Near Road","36-081-0125","AQS"
"05/06/2018","29","","QUEENS COLLEGE 2","36-081-0124","AQS"
"05/07/2018","32","","Queens College Near Road","36-081-0125","AQS"
"05/08/2018","30","","Queens College Near Road","36-081-0125","AQS"
"05/09/2018","31","","QUEENS COLLEGE 2","36-081-0124","AQS"
"05/10/2018","20","","QUEENS COLLEGE 2","36-081-0124","AQS"
"05/11/2018","33","","Queens College Near Road","36-081-0125","AQS"
"05/12/2018","23","","QUEENS COLLEGE 2","36-081-0124","AQS"
"05/13/2018","19","","QUEENS COLLEGE 2","36-081-0124","AQS"
"05/14/2018","35","","QUEENS COLLEGE 2","36-081-0124","AQS"
"05/15/2018","44","","QUEENS COLLEGE 2","36-081-0124","AQS"
"05/16/2018","29","","QUEENS COLLEGE 2","36-081-0124","AQS"
"05/17/2018","54","","Queens College Near Road","36-081-0125","AQS"
"05/18/2018","28","","QUEENS COLLEGE 2","36-081-0124","AQS"
