"Date","Main Pollutant","Site Name","Site ID","PM2.5 AQI Value"
"04/22/2016","","PINNACLE STATE PARK","36-101-0003","33"
"04/23/2016","","PINNACLE STATE PARK","36-101-0003","13"
"04/24/2016","","PINNACLE STATE PARK","36-101-0003","16"
"04/25/2016","","PINNACLE STATE PARK","36-101-0003","15"
"04/26/2016","","PINNACLE STATE PARK","36-101-0003","18"
"04/27/2016","","PINNACLE STATE PARK","36-101-0003","16"
"04/29/2016","","PINNACLE STATE PARK","36-101-0003","15"
"04/30/2016","","PINNACLE STATE PARK","36-101-0003","24"
"05/01/2016","","PINNACLE STATE PARK","36-101-0003","13"
"05/02/2016","","PINNACLE STATE PARK","36-101-0003","10"
"05/03/2016","","PINNACLE STATE PARK","36-101-0003","14"
"05/04/2016","","PINNACLE STATE PARK","36-101-0003","8"
"05/05/2016","","PINNACLE STATE PARK","36-101-0003","9"
"05/06/2016","","PINNACLE STATE PARK","36-101-0003","13"
"05/07/2016","","PINNACLE STATE PARK","36-101-0003","8"
"05/08/2016","","PINNACLE STATE PARK","36-101-0003","19"
"05/09/2016","","PINNACLE STATE PARK","36-101-0003","14"
"05/10/2016","","PINNACLE STATE PARK","36-101-0003","13"
"05/11/2016","","PINNACLE STATE PARK","36-101-0003","16"
"05/12/2016","","PINNACLE STATE PARK","36-101-0003","26"
"05/13/2016","","PINNACLE STATE PARK","36-101-0003","21"
"05/14/2016","","PINNACLE STATE PARK","36-101-0003","13"
"05/15/2016","","PINNACLE STATE PARK","36-101-0003","6"
"05/16/2016","","PINNACLE STATE PARK","36-101-0003","10"
"05/17/2016","","PINNACLE STATE PARK","36-101-0003","18"
"05/18/2016","","PINNACLE STATE PARK","36-101-0003","20"
"05/21/2016","","PINNACLE STATE PARK","36-101-0003","27"
"05/22/2016","","PINNACLE STATE PARK","36-101-0003","18"
"05/23/2016","","PINNACLE STATE PARK","36-101-0003","30"
"05/24/2016","","PINNACLE STATE PARK","36-101-0003","36"
"05/25/2016","","PINNACLE STATE PARK","36-101-0003","43"
"05/26/2016","","PINNACLE STATE PARK","36-101-0003","49"
"05/27/2016","","PINNACLE STATE PARK","36-101-0003","44"
"05/28/2016","","PINNACLE STATE PARK","36-101-0003","34"
"05/29/2016","","PINNACLE STATE PARK","36-101-0003","40"
"05/30/2016","","PINNACLE STATE PARK","36-101-0003","29"
"05/31/2016","","PINNACLE STATE PARK","36-101-0003","15"
"06/01/2016","","PINNACLE STATE PARK","36-101-0003","23"
"06/02/2016","","PINNACLE STATE PARK","36-101-0003","38"
"06/03/2016","","PINNACLE STATE PARK","36-101-0003","33"
"06/04/2016","","PINNACLE STATE PARK","36-101-0003","27"
"06/05/2016","","PINNACLE STATE PARK","36-101-0003","24"
"06/06/2016","","PINNACLE STATE PARK","36-101-0003","13"
"06/07/2016","","PINNACLE STATE PARK","36-101-0003","15"
"06/08/2016","","PINNACLE STATE PARK","36-101-0003","9"
"06/09/2016","","PINNACLE STATE PARK","36-101-0003","5"
"06/10/2016","","PINNACLE STATE PARK","36-101-0003","12"
"06/11/2016","","PINNACLE STATE PARK","36-101-0003","32"
"06/12/2016","","PINNACLE STATE PARK","36-101-0003","13"
"06/13/2016","","PINNACLE STATE PARK","36-101-0003","6"
"06/14/2016","","PINNACLE STATE PARK","36-101-0003","13"
"06/15/2016","","PINNACLE STATE PARK","36-101-0003","16"
"06/16/2016","","PINNACLE STATE PARK","36-101-0003","22"
"06/17/2016","","PINNACLE STATE PARK","36-101-0003","19"
"06/18/2016","","PINNACLE STATE PARK","36-101-0003","22"
"06/19/2016","","PINNACLE STATE PARK","36-101-0003","34"
"06/20/2016","","PINNACLE STATE PARK","36-101-0003","52"
"06/21/2016","","PINNACLE STATE PARK","36-101-0003","17"
"06/22/2016","","PINNACLE STATE PARK","36-101-0003","17"
"06/23/2016","","PINNACLE STATE PARK","36-101-0003","19"
"06/24/2016","","PINNACLE STATE PARK","36-101-0003","14"
"06/25/2016","","PINNACLE STATE PARK","36-101-0003","33"
"06/26/2016","","PINNACLE STATE PARK","36-101-0003","47"
"06/27/2016","","PINNACLE STATE PARK","36-101-0003","35"
"06/28/2016","","PINNACLE STATE PARK","36-101-0003","29"
"06/29/2016","","PINNACLE STATE PARK","36-101-0003","18"
"06/30/2016","","PINNACLE STATE PARK","36-101-0003","17"
"07/01/2016","","PINNACLE STATE PARK","36-101-0003","29"
"07/02/2016","","PINNACLE STATE PARK","36-101-0003","19"
"07/05/2016","","PINNACLE STATE PARK","36-101-0003","21"
"07/08/2016","","PINNACLE STATE PARK","36-101-0003","33"
"07/09/2016","","PINNACLE STATE PARK","36-101-0003","16"
"07/10/2016","","PINNACLE STATE PARK","36-101-0003","7"
"07/11/2016","","PINNACLE STATE PARK","36-101-0003","17"
"07/12/2016","","PINNACLE STATE PARK","36-101-0003","28"
"07/13/2016","","PINNACLE STATE PARK","36-101-0003","40"
"07/14/2016","","PINNACLE STATE PARK","36-101-0003","32"
"07/15/2016","","PINNACLE STATE PARK","36-101-0003","23"
"07/16/2016","","PINNACLE STATE PARK","36-101-0003","16"
"07/17/2016","","PINNACLE STATE PARK","36-101-0003","19"
"07/18/2016","","PINNACLE STATE PARK","36-101-0003","27"
"07/19/2016","","PINNACLE STATE PARK","36-101-0003","19"
"07/20/2016","","PINNACLE STATE PARK","36-101-0003","26"
"07/21/2016","","PINNACLE STATE PARK","36-101-0003","24"
"07/22/2016","","PINNACLE STATE PARK","36-101-0003","36"
"07/23/2016","","PINNACLE STATE PARK","36-101-0003","28"
"07/24/2016","","PINNACLE STATE PARK","36-101-0003","23"
"07/27/2016","","PINNACLE STATE PARK","36-101-0003","20"
"07/28/2016","","PINNACLE STATE PARK","36-101-0003","35"
"07/29/2016","","PINNACLE STATE PARK","36-101-0003","29"
"07/30/2016","","PINNACLE STATE PARK","36-101-0003","25"
"07/31/2016","","PINNACLE STATE PARK","36-101-0003","16"
"08/01/2016","","PINNACLE STATE PARK","36-101-0003","17"
"08/02/2016","","PINNACLE STATE PARK","36-101-0003","16"
"08/03/2016","","PINNACLE STATE PARK","36-101-0003","25"
"08/04/2016","","PINNACLE STATE PARK","36-101-0003","39"
"08/06/2016","","PINNACLE STATE PARK","36-101-0003","23"
"08/07/2016","","PINNACLE STATE PARK","36-101-0003","18"
"08/08/2016","","PINNACLE STATE PARK","36-101-0003","15"
"08/09/2016","","PINNACLE STATE PARK","36-101-0003","24"
"08/10/2016","","PINNACLE STATE PARK","36-101-0003","28"
"08/13/2016","","PINNACLE STATE PARK","36-101-0003","30"
"08/14/2016","","PINNACLE STATE PARK","36-101-0003","10"
"08/16/2016","","PINNACLE STATE PARK","36-101-0003","23"
"08/17/2016","","PINNACLE STATE PARK","36-101-0003","7"
"08/18/2016","","PINNACLE STATE PARK","36-101-0003","18"
"08/19/2016","","PINNACLE STATE PARK","36-101-0003","22"
"08/20/2016","","PINNACLE STATE PARK","36-101-0003","31"
"08/21/2016","","PINNACLE STATE PARK","36-101-0003","25"
"08/22/2016","","PINNACLE STATE PARK","36-101-0003","20"
"08/23/2016","","PINNACLE STATE PARK","36-101-0003","14"
"08/24/2016","","PINNACLE STATE PARK","36-101-0003","21"
"08/25/2016","","PINNACLE STATE PARK","36-101-0003","35"
"08/26/2016","","PINNACLE STATE PARK","36-101-0003","24"
"08/27/2016","","PINNACLE STATE PARK","36-101-0003","27"
"08/28/2016","","PINNACLE STATE PARK","36-101-0003","46"
"08/29/2016","","PINNACLE STATE PARK","36-101-0003","13"
"08/30/2016","","PINNACLE STATE PARK","36-101-0003","13"
"08/31/2016","","PINNACLE STATE PARK","36-101-0003","22"
"09/01/2016","","PINNACLE STATE PARK","36-101-0003","9"
"09/02/2016","","PINNACLE STATE PARK","36-101-0003","5"
"09/03/2016","","PINNACLE STATE PARK","36-101-0003","10"
"09/04/2016","","PINNACLE STATE PARK","36-101-0003","11"
"09/06/2016","","PINNACLE STATE PARK","36-101-0003","33"
"09/08/2016","","PINNACLE STATE PARK","36-101-0003","28"
"09/09/2016","","PINNACLE STATE PARK","36-101-0003","25"
"09/10/2016","","PINNACLE STATE PARK","36-101-0003","25"
"09/11/2016","","PINNACLE STATE PARK","36-101-0003","8"
"09/12/2016","","PINNACLE STATE PARK","36-101-0003","11"
"09/13/2016","","PINNACLE STATE PARK","36-101-0003","20"
"09/14/2016","","PINNACLE STATE PARK","36-101-0003","15"
"09/15/2016","","PINNACLE STATE PARK","36-101-0003","7"
"09/16/2016","","PINNACLE STATE PARK","36-101-0003","18"
"09/17/2016","","PINNACLE STATE PARK","36-101-0003","27"
"09/18/2016","","PINNACLE STATE PARK","36-101-0003","25"
"09/19/2016","","PINNACLE STATE PARK","36-101-0003","17"
"09/20/2016","","PINNACLE STATE PARK","36-101-0003","19"
"09/21/2016","","PINNACLE STATE PARK","36-101-0003","19"
"09/22/2016","","PINNACLE STATE PARK","36-101-0003","11"
"09/24/2016","","PINNACLE STATE PARK","36-101-0003","10"
"09/25/2016","","PINNACLE STATE PARK","36-101-0003","6"
"09/26/2016","","PINNACLE STATE PARK","36-101-0003","18"
"09/27/2016","","PINNACLE STATE PARK","36-101-0003","13"
"09/28/2016","","PINNACLE STATE PARK","36-101-0003","13"
"09/29/2016","","PINNACLE STATE PARK","36-101-0003","7"
"09/30/2016","","PINNACLE STATE PARK","36-101-0003","7"
"10/02/2016","","PINNACLE STATE PARK","36-101-0003","13"
"10/03/2016","","PINNACLE STATE PARK","36-101-0003","18"
"10/05/2016","","PINNACLE STATE PARK","36-101-0003","13"
"10/06/2016","","PINNACLE STATE PARK","36-101-0003","19"
"10/08/2016","","PINNACLE STATE PARK","36-101-0003","13"
"10/09/2016","","PINNACLE STATE PARK","36-101-0003","8"
"10/10/2016","","PINNACLE STATE PARK","36-101-0003","7"
"10/11/2016","","PINNACLE STATE PARK","36-101-0003","8"
"10/12/2016","","PINNACLE STATE PARK","36-101-0003","20"
"10/13/2016","","PINNACLE STATE PARK","36-101-0003","17"
"10/14/2016","","PINNACLE STATE PARK","36-101-0003","7"
"10/15/2016","","PINNACLE STATE PARK","36-101-0003","15"
"10/16/2016","","PINNACLE STATE PARK","36-101-0003","28"
"10/17/2016","","PINNACLE STATE PARK","36-101-0003","37"
"10/18/2016","","PINNACLE STATE PARK","36-101-0003","31"
"10/19/2016","","PINNACLE STATE PARK","36-101-0003","13"
"10/20/2016","","PINNACLE STATE PARK","36-101-0003","20"
"10/21/2016","","PINNACLE STATE PARK","36-101-0003","3"
"10/23/2016","","PINNACLE STATE PARK","36-101-0003","15"
"10/24/2016","","PINNACLE STATE PARK","36-101-0003","15"
"10/25/2016","","PINNACLE STATE PARK","36-101-0003","10"
"10/26/2016","","PINNACLE STATE PARK","36-101-0003","8"
"10/27/2016","","PINNACLE STATE PARK","36-101-0003","11"
"10/28/2016","","PINNACLE STATE PARK","36-101-0003","9"
"10/29/2016","","PINNACLE STATE PARK","36-101-0003","25"
"10/30/2016","","PINNACLE STATE PARK","36-101-0003","34"
"10/31/2016","","PINNACLE STATE PARK","36-101-0003","9"
"11/01/2016","","PINNACLE STATE PARK","36-101-0003","21"
"11/02/2016","","PINNACLE STATE PARK","36-101-0003","41"
"11/05/2016","","PINNACLE STATE PARK","36-101-0003","22"
"11/06/2016","","PINNACLE STATE PARK","36-101-0003","13"
"11/07/2016","","PINNACLE STATE PARK","36-101-0003","10"
"11/08/2016","","PINNACLE STATE PARK","36-101-0003","34"
"11/09/2016","","PINNACLE STATE PARK","36-101-0003","23"
"11/10/2016","","PINNACLE STATE PARK","36-101-0003","12"
"11/11/2016","","PINNACLE STATE PARK","36-101-0003","10"
"11/13/2016","","PINNACLE STATE PARK","36-101-0003","12"
"11/14/2016","","PINNACLE STATE PARK","36-101-0003","20"
"11/15/2016","","PINNACLE STATE PARK","36-101-0003","33"
"11/16/2016","","PINNACLE STATE PARK","36-101-0003","44"
"11/17/2016","","PINNACLE STATE PARK","36-101-0003","15"
"11/18/2016","","PINNACLE STATE PARK","36-101-0003","25"
"11/19/2016","","PINNACLE STATE PARK","36-101-0003","30"
"11/20/2016","","PINNACLE STATE PARK","36-101-0003","4"
"11/22/2016","","PINNACLE STATE PARK","36-101-0003","5"
"11/23/2016","","PINNACLE STATE PARK","36-101-0003","20"
"11/24/2016","","PINNACLE STATE PARK","36-101-0003","52"
"11/25/2016","","PINNACLE STATE PARK","36-101-0003","14"
"11/26/2016","","PINNACLE STATE PARK","36-101-0003","13"
"11/27/2016","","PINNACLE STATE PARK","36-101-0003","12"
"11/28/2016","","PINNACLE STATE PARK","36-101-0003","33"
"11/29/2016","","PINNACLE STATE PARK","36-101-0003","20"
"11/30/2016","","PINNACLE STATE PARK","36-101-0003","16"
"12/02/2016","","PINNACLE STATE PARK","36-101-0003","6"
"12/03/2016","","PINNACLE STATE PARK","36-101-0003","14"
"12/04/2016","","PINNACLE STATE PARK","36-101-0003","8"
"12/05/2016","","PINNACLE STATE PARK","36-101-0003","13"
"12/08/2016","","PINNACLE STATE PARK","36-101-0003","18"
"12/09/2016","","PINNACLE STATE PARK","36-101-0003","10"
"12/10/2016","","PINNACLE STATE PARK","36-101-0003","12"
"12/11/2016","","PINNACLE STATE PARK","36-101-0003","39"
"12/12/2016","","PINNACLE STATE PARK","36-101-0003","23"
"12/13/2016","","PINNACLE STATE PARK","36-101-0003","29"
"12/14/2016","","PINNACLE STATE PARK","36-101-0003","20"
"12/15/2016","","PINNACLE STATE PARK","36-101-0003","11"
"12/16/2016","","PINNACLE STATE PARK","36-101-0003","29"
"12/17/2016","","PINNACLE STATE PARK","36-101-0003","30"
"12/18/2016","","PINNACLE STATE PARK","36-101-0003","10"
"12/19/2016","","PINNACLE STATE PARK","36-101-0003","13"
"12/20/2016","","PINNACLE STATE PARK","36-101-0003","25"
"12/21/2016","","PINNACLE STATE PARK","36-101-0003","31"
"12/22/2016","","PINNACLE STATE PARK","36-101-0003","35"
"12/23/2016","","PINNACLE STATE PARK","36-101-0003","17"
"12/24/2016","","PINNACLE STATE PARK","36-101-0003","18"
"12/25/2016","","PINNACLE STATE PARK","36-101-0003","14"
"12/26/2016","","PINNACLE STATE PARK","36-101-0003","20"
"12/28/2016","","PINNACLE STATE PARK","36-101-0003","14"
"12/29/2016","","PINNACLE STATE PARK","36-101-0003","26"
"12/30/2016","","PINNACLE STATE PARK","36-101-0003","7"
"12/31/2016","","PINNACLE STATE PARK","36-101-0003","13"
"01/01/2017","","PINNACLE STATE PARK","36-101-0003","20"
"01/02/2017","","PINNACLE STATE PARK","36-101-0003","20"
"01/03/2017","","PINNACLE STATE PARK","36-101-0003","3"
"01/04/2017","","PINNACLE STATE PARK","36-101-0003","7"
"01/06/2017","","PINNACLE STATE PARK","36-101-0003","29"
"01/07/2017","","PINNACLE STATE PARK","36-101-0003","40"
"01/08/2017","","PINNACLE STATE PARK","36-101-0003","15"
"01/09/2017","","PINNACLE STATE PARK","36-101-0003","18"
"01/10/2017","","PINNACLE STATE PARK","36-101-0003","41"
"01/11/2017","","PINNACLE STATE PARK","36-101-0003","14"
"01/12/2017","","PINNACLE STATE PARK","36-101-0003","9"
"01/13/2017","","PINNACLE STATE PARK","36-101-0003","15"
"01/14/2017","","PINNACLE STATE PARK","36-101-0003","24"
"01/15/2017","","PINNACLE STATE PARK","36-101-0003","25"
"01/16/2017","","PINNACLE STATE PARK","36-101-0003","29"
"01/17/2017","","PINNACLE STATE PARK","36-101-0003","35"
"01/18/2017","","PINNACLE STATE PARK","36-101-0003","9"
"01/19/2017","","PINNACLE STATE PARK","36-101-0003","11"
"01/20/2017","","PINNACLE STATE PARK","36-101-0003","15"
"01/21/2017","","PINNACLE STATE PARK","36-101-0003","15"
"01/22/2017","","PINNACLE STATE PARK","36-101-0003","25"
"01/23/2017","","PINNACLE STATE PARK","36-101-0003","11"
"01/24/2017","","PINNACLE STATE PARK","36-101-0003","3"
"01/25/2017","","PINNACLE STATE PARK","36-101-0003","13"
"01/26/2017","","PINNACLE STATE PARK","36-101-0003","13"
"01/27/2017","","PINNACLE STATE PARK","36-101-0003","1"
"01/28/2017","","PINNACLE STATE PARK","36-101-0003","16"
"01/29/2017","","PINNACLE STATE PARK","36-101-0003","12"
"01/30/2017","","PINNACLE STATE PARK","36-101-0003","13"
"01/31/2017","","PINNACLE STATE PARK","36-101-0003","16"
"02/01/2017","","PINNACLE STATE PARK","36-101-0003","7"
"02/02/2017","","PINNACLE STATE PARK","36-101-0003","10"
"02/03/2017","","PINNACLE STATE PARK","36-101-0003","18"
"02/04/2017","","PINNACLE STATE PARK","36-101-0003","12"
"02/05/2017","","PINNACLE STATE PARK","36-101-0003","27"
"02/06/2017","","PINNACLE STATE PARK","36-101-0003","23"
"02/08/2017","","PINNACLE STATE PARK","36-101-0003","14"
"02/09/2017","","PINNACLE STATE PARK","36-101-0003","7"
"02/10/2017","","PINNACLE STATE PARK","36-101-0003","12"
"02/11/2017","","PINNACLE STATE PARK","36-101-0003","34"
"02/12/2017","","PINNACLE STATE PARK","36-101-0003","31"
"02/13/2017","","PINNACLE STATE PARK","36-101-0003","8"
"02/14/2017","","PINNACLE STATE PARK","36-101-0003","26"
"02/15/2017","","PINNACLE STATE PARK","36-101-0003","9"
"02/16/2017","","PINNACLE STATE PARK","36-101-0003","11"
"02/17/2017","","PINNACLE STATE PARK","36-101-0003","18"
"02/18/2017","","PINNACLE STATE PARK","36-101-0003","24"
"02/19/2017","","PINNACLE STATE PARK","36-101-0003","22"
"02/20/2017","","PINNACLE STATE PARK","36-101-0003","14"
"02/21/2017","","PINNACLE STATE PARK","36-101-0003","20"
"02/22/2017","","PINNACLE STATE PARK","36-101-0003","35"
"02/23/2017","","PINNACLE STATE PARK","36-101-0003","43"
"02/24/2017","","PINNACLE STATE PARK","36-101-0003","35"
"02/25/2017","","PINNACLE STATE PARK","36-101-0003","11"
"02/26/2017","","PINNACLE STATE PARK","36-101-0003","8"
"02/27/2017","","PINNACLE STATE PARK","36-101-0003","18"
"02/28/2017","","PINNACLE STATE PARK","36-101-0003","17"
"03/01/2017","","PINNACLE STATE PARK","36-101-0003","14"
"03/02/2017","","PINNACLE STATE PARK","36-101-0003","6"
"03/03/2017","","PINNACLE STATE PARK","36-101-0003","9"
"03/04/2017","","PINNACLE STATE PARK","36-101-0003","8"
"03/05/2017","","PINNACLE STATE PARK","36-101-0003","14"
"03/06/2017","","PINNACLE STATE PARK","36-101-0003","23"
"03/09/2017","","PINNACLE STATE PARK","36-101-0003","7"
"03/10/2017","","PINNACLE STATE PARK","36-101-0003","9"
"03/11/2017","","PINNACLE STATE PARK","36-101-0003","8"
"03/12/2017","","PINNACLE STATE PARK","36-101-0003","9"
"03/13/2017","","PINNACLE STATE PARK","36-101-0003","17"
"03/14/2017","","PINNACLE STATE PARK","36-101-0003","15"
"03/15/2017","","PINNACLE STATE PARK","36-101-0003","9"
"03/16/2017","","PINNACLE STATE PARK","36-101-0003","11"
"03/17/2017","","PINNACLE STATE PARK","36-101-0003","20"
"03/18/2017","","PINNACLE STATE PARK","36-101-0003","35"
"03/19/2017","","PINNACLE STATE PARK","36-101-0003","29"
"03/20/2017","","PINNACLE STATE PARK","36-101-0003","29"
"03/21/2017","","PINNACLE STATE PARK","36-101-0003","30"
"03/22/2017","","PINNACLE STATE PARK","36-101-0003","11"
"03/23/2017","","PINNACLE STATE PARK","36-101-0003","15"
"03/24/2017","","PINNACLE STATE PARK","36-101-0003","35"
"03/25/2017","","PINNACLE STATE PARK","36-101-0003","24"
"03/26/2017","","PINNACLE STATE PARK","36-101-0003","20"
"03/27/2017","","PINNACLE STATE PARK","36-101-0003","12"
"03/28/2017","","PINNACLE STATE PARK","36-101-0003","16"
"03/29/2017","","PINNACLE STATE PARK","36-101-0003","11"
"03/30/2017","","PINNACLE STATE PARK","36-101-0003","11"
"03/31/2017","","PINNACLE STATE PARK","36-101-0003","12"
"04/01/2017","","PINNACLE STATE PARK","36-101-0003","7"
"04/02/2017","","PINNACLE STATE PARK","36-101-0003","10"
"04/03/2017","","PINNACLE STATE PARK","36-101-0003","13"
"04/04/2017","","PINNACLE STATE PARK","36-101-0003","12"
"04/05/2017","","PINNACLE STATE PARK","36-101-0003","0"
"04/06/2017","","PINNACLE STATE PARK","36-101-0003","11"
"04/07/2017","","PINNACLE STATE PARK","36-101-0003","3"
"04/09/2017","","PINNACLE STATE PARK","36-101-0003","8"
"04/10/2017","","PINNACLE STATE PARK","36-101-0003","27"
"04/11/2017","","PINNACLE STATE PARK","36-101-0003","15"
"04/12/2017","","PINNACLE STATE PARK","36-101-0003","3"
"04/13/2017","","PINNACLE STATE PARK","36-101-0003","7"
"04/14/2017","","PINNACLE STATE PARK","36-101-0003","10"
"04/15/2017","","PINNACLE STATE PARK","36-101-0003","26"
"04/16/2017","","PINNACLE STATE PARK","36-101-0003","32"
"04/17/2017","","PINNACLE STATE PARK","36-101-0003","8"
"04/18/2017","","PINNACLE STATE PARK","36-101-0003","7"
"04/19/2017","","PINNACLE STATE PARK","36-101-0003","17"
"04/20/2017","","PINNACLE STATE PARK","36-101-0003","16"
"04/21/2017","","PINNACLE STATE PARK","36-101-0003","11"
"04/22/2017","","PINNACLE STATE PARK","36-101-0003","11"
"04/23/2017","","PINNACLE STATE PARK","36-101-0003","8"
"04/24/2017","","PINNACLE STATE PARK","36-101-0003","9"
"04/25/2017","","PINNACLE STATE PARK","36-101-0003","9"
"04/26/2017","","PINNACLE STATE PARK","36-101-0003","0"
"04/27/2017","","PINNACLE STATE PARK","36-101-0003","23"
"04/28/2017","","PINNACLE STATE PARK","36-101-0003","12"
"04/29/2017","","PINNACLE STATE PARK","36-101-0003","18"
"04/30/2017","","PINNACLE STATE PARK","36-101-0003","14"
"05/01/2017","","PINNACLE STATE PARK","36-101-0003","27"
"05/02/2017","","PINNACLE STATE PARK","36-101-0003","8"
"05/03/2017","","PINNACLE STATE PARK","36-101-0003","5"
"05/04/2017","","PINNACLE STATE PARK","36-101-0003","12"
"05/05/2017","","PINNACLE STATE PARK","36-101-0003","3"
"05/06/2017","","PINNACLE STATE PARK","36-101-0003","1"
"05/07/2017","","PINNACLE STATE PARK","36-101-0003","7"
"05/08/2017","","PINNACLE STATE PARK","36-101-0003","0"
"05/09/2017","","PINNACLE STATE PARK","36-101-0003","5"
"05/10/2017","","PINNACLE STATE PARK","36-101-0003","6"
"05/11/2017","","PINNACLE STATE PARK","36-101-0003","0"
"05/12/2017","","PINNACLE STATE PARK","36-101-0003","16"
"05/13/2017","","PINNACLE STATE PARK","36-101-0003","19"
"05/14/2017","","PINNACLE STATE PARK","36-101-0003","18"
"05/15/2017","","PINNACLE STATE PARK","36-101-0003","8"
"05/16/2017","","PINNACLE STATE PARK","36-101-0003","16"
"05/17/2017","","PINNACLE STATE PARK","36-101-0003","38"
"05/18/2017","","PINNACLE STATE PARK","36-101-0003","35"
"05/19/2017","","PINNACLE STATE PARK","36-101-0003","15"
"05/20/2017","","PINNACLE STATE PARK","36-101-0003","10"
"05/21/2017","","PINNACLE STATE PARK","36-101-0003","21"
"05/22/2017","","PINNACLE STATE PARK","36-101-0003","19"
"05/23/2017","","PINNACLE STATE PARK","36-101-0003","15"
"05/24/2017","","PINNACLE STATE PARK","36-101-0003","21"
"05/25/2017","","PINNACLE STATE PARK","36-101-0003","8"
"05/26/2017","","PINNACLE STATE PARK","36-101-0003","4"
"05/27/2017","","PINNACLE STATE PARK","36-101-0003","15"
"05/28/2017","","PINNACLE STATE PARK","36-101-0003","27"
"05/29/2017","","PINNACLE STATE PARK","36-101-0003","12"
"05/30/2017","","PINNACLE STATE PARK","36-101-0003","15"
"05/31/2017","","PINNACLE STATE PARK","36-101-0003","13"
"06/01/2017","","PINNACLE STATE PARK","36-101-0003","11"
"06/02/2017","","PINNACLE STATE PARK","36-101-0003","10"
"06/03/2017","","PINNACLE STATE PARK","36-101-0003","13"
"06/04/2017","","PINNACLE STATE PARK","36-101-0003","25"
"06/05/2017","","PINNACLE STATE PARK","36-101-0003","33"
"06/06/2017","","PINNACLE STATE PARK","36-101-0003","13"
"06/07/2017","","PINNACLE STATE PARK","36-101-0003","5"
"06/08/2017","","PINNACLE STATE PARK","36-101-0003","14"
"06/09/2017","","PINNACLE STATE PARK","36-101-0003","18"
"06/10/2017","","PINNACLE STATE PARK","36-101-0003","27"
"06/11/2017","","PINNACLE STATE PARK","36-101-0003","35"
"06/12/2017","","PINNACLE STATE PARK","36-101-0003","44"
"06/13/2017","","PINNACLE STATE PARK","36-101-0003","46"
"06/14/2017","","PINNACLE STATE PARK","36-101-0003","16"
"06/15/2017","","PINNACLE STATE PARK","36-101-0003","39"
"06/16/2017","","PINNACLE STATE PARK","36-101-0003","30"
"06/17/2017","","PINNACLE STATE PARK","36-101-0003","24"
"06/18/2017","","PINNACLE STATE PARK","36-101-0003","30"
"06/19/2017","","PINNACLE STATE PARK","36-101-0003","15"
"06/20/2017","","PINNACLE STATE PARK","36-101-0003","7"
"06/21/2017","","PINNACLE STATE PARK","36-101-0003","13"
"06/22/2017","","PINNACLE STATE PARK","36-101-0003","18"
"06/23/2017","","PINNACLE STATE PARK","36-101-0003","20"
"06/24/2017","","PINNACLE STATE PARK","36-101-0003","15"
"06/25/2017","","PINNACLE STATE PARK","36-101-0003","13"
"06/26/2017","","PINNACLE STATE PARK","36-101-0003","8"
"06/27/2017","","PINNACLE STATE PARK","36-101-0003","10"
"06/28/2017","","PINNACLE STATE PARK","36-101-0003","16"
"06/29/2017","","PINNACLE STATE PARK","36-101-0003","26"
"06/30/2017","","PINNACLE STATE PARK","36-101-0003","28"
"07/01/2017","","PINNACLE STATE PARK","36-101-0003","17"
"07/02/2017","","PINNACLE STATE PARK","36-101-0003","23"
"07/03/2017","","PINNACLE STATE PARK","36-101-0003","23"
"07/04/2017","","PINNACLE STATE PARK","36-101-0003","16"
"07/05/2017","","PINNACLE STATE PARK","36-101-0003","29"
"07/06/2017","","PINNACLE STATE PARK","36-101-0003","31"
"07/07/2017","","PINNACLE STATE PARK","36-101-0003","20"
"07/08/2017","","PINNACLE STATE PARK","36-101-0003","18"
"07/09/2017","","PINNACLE STATE PARK","36-101-0003","20"
"07/10/2017","","PINNACLE STATE PARK","36-101-0003","22"
"07/11/2017","","PINNACLE STATE PARK","36-101-0003","29"
"07/12/2017","","PINNACLE STATE PARK","36-101-0003","31"
"07/13/2017","","PINNACLE STATE PARK","36-101-0003","24"
"07/14/2017","","PINNACLE STATE PARK","36-101-0003","23"
"07/15/2017","","PINNACLE STATE PARK","36-101-0003","21"
"07/16/2017","","PINNACLE STATE PARK","36-101-0003","22"
"07/17/2017","","PINNACLE STATE PARK","36-101-0003","28"
"07/18/2017","","PINNACLE STATE PARK","36-101-0003","23"
"07/19/2017","","PINNACLE STATE PARK","36-101-0003","28"
"07/20/2017","","PINNACLE STATE PARK","36-101-0003","28"
"07/21/2017","","PINNACLE STATE PARK","36-101-0003","29"
"07/22/2017","","PINNACLE STATE PARK","36-101-0003","41"
"07/23/2017","","PINNACLE STATE PARK","36-101-0003","32"
"07/24/2017","","PINNACLE STATE PARK","36-101-0003","15"
"07/25/2017","","PINNACLE STATE PARK","36-101-0003","5"
"07/26/2017","","PINNACLE STATE PARK","36-101-0003","8"
"07/27/2017","","PINNACLE STATE PARK","36-101-0003","29"
"07/28/2017","","PINNACLE STATE PARK","36-101-0003","24"
"07/29/2017","","PINNACLE STATE PARK","36-101-0003","13"
"07/30/2017","","PINNACLE STATE PARK","36-101-0003","25"
"07/31/2017","","PINNACLE STATE PARK","36-101-0003","33"
"08/01/2017","","PINNACLE STATE PARK","36-101-0003","28"
"08/02/2017","","PINNACLE STATE PARK","36-101-0003","33"
"08/03/2017","","PINNACLE STATE PARK","36-101-0003","26"
